# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 763771
# D1D2.size2 = 763771
# D1R2.size1 = 763771
# D1R2.size2 = 20499166
# R1D2.size1 = 20499166
# R1D2.size2 = 763771
# R1R2.size1 = 20499166
# R1R2.size2 = 20499166
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210009051144e+00 5.411507466025e+00 2.400202787773e+00  2.806638940489e+00
5.000000000000e+00 5.128935233534e+00 2.833009295328e+00 6.826757155289e-01  1.190563289450e+00
7.000000000000e+00 7.092656792943e+00 1.680625153436e+00 6.421690390053e-02  5.296732433635e-01
9.000000000000e+00 9.071975192102e+00 1.095996896182e+00 -1.309608603203e-01 2.573074076074e-01
1.100000000000e+01 1.105886533049e+01 7.622082193428e-01 -1.947540350372e-01 1.411809403146e-01
1.300000000000e+01 1.304973406179e+01 5.586627227026e-01 -1.872080336112e-01 7.541562482715e-02
1.500000000000e+01 1.504290542059e+01 4.233846600098e-01 -1.831142286244e-01 5.929982091851e-02
1.700000000000e+01 1.703779803134e+01 3.294738692887e-01 -1.575978503450e-01 3.907110475908e-02
1.900000000000e+01 1.903365978693e+01 2.659036071216e-01 -1.404523748339e-01 2.125540140750e-02
2.100000000000e+01 2.103036932846e+01 2.117169610451e-01 -1.252894064248e-01 2.048634671611e-02
2.300000000000e+01 2.302765247941e+01 1.743384370221e-01 -1.058588922766e-01 9.474423799687e-03
2.500000000000e+01 2.502535999745e+01 1.421507353411e-01 -9.487022141753e-02 1.404538261730e-02
2.700000000000e+01 2.702346263126e+01 1.203551028518e-01 -8.283735221540e-02 6.844565617062e-03
2.900000000000e+01 2.902170688408e+01 9.961724857820e-02 -7.643292781874e-02 8.140260892190e-03
3.100000000000e+01 3.102021958573e+01 8.530057806882e-02 -6.864647467155e-02 1.196059812754e-02
3.300000000000e+01 3.301895582714e+01 7.324784329237e-02 -6.672365345803e-02 6.701814662227e-03
3.500000000000e+01 3.501781686180e+01 6.133237662335e-02 -6.091769787102e-02 8.839273880061e-03
3.700000000000e+01 3.701677543213e+01 5.346884794814e-02 -5.260587480658e-02 -1.077875778427e-03
3.900000000000e+01 3.901589285132e+01 4.655204420659e-02 -5.136452518521e-02 7.483899357469e-03
4.100000000000e+01 4.101506988028e+01 3.802725077148e-02 -5.093091132352e-02 4.769611331928e-03
4.300000000000e+01 4.301434814111e+01 3.329993896623e-02 -4.537351742498e-02 4.883299199686e-03
4.500000000000e+01 4.501371292288e+01 2.916855356101e-02 -4.353094500825e-02 2.491871816727e-03
4.700000000000e+01 4.701306298373e+01 2.510468022398e-02 -3.680291992211e-02 1.243267337311e-03
4.900000000000e+01 4.901246142839e+01 2.219845903833e-02 -3.372524633073e-02 -8.133316042642e-04
5.100000000000e+01 5.101195581716e+01 1.964862825614e-02 -3.040727303713e-02 1.665166525534e-04
5.300000000000e+01 5.301146993449e+01 1.705201493581e-02 -2.945929889742e-02 -9.436387508356e-05
5.500000000000e+01 5.501101802472e+01 1.584557130830e-02 -2.584921132114e-02 -1.497997157364e-04
5.700000000000e+01 5.701054974565e+01 1.425087092285e-02 -2.515520762236e-02 -8.777336186032e-04
5.900000000000e+01 5.901017671930e+01 1.255243932925e-02 -2.066357399174e-02 1.616606745121e-03
