# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763771
# D1D2.size2 = 763771
# D1R2.size1 = 763771
# D1R2.size2 = 20499166
# R1D2.size1 = 20499166
# R1D2.size2 = 763771
# R1R2.size1 = 20499166
# R1R2.size2 = 20499166
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454375015645e-01 2.417172717873e+02
4.439475303322e-01 4.461692822758e-01 2.027628394830e+02
5.733802840848e-01 5.761356365160e-01 1.497176332719e+02
7.405491138359e-01 7.440815675478e-01 1.213606367627e+02
9.564559599018e-01 9.610140814964e-01 1.141113483902e+02
1.235310374613e+00 1.241506326660e+00 1.026789266109e+02
1.595464700520e+00 1.603795700349e+00 9.076755481739e+01
2.060621899500e+00 2.071447124566e+00 7.392648389360e+01
2.661395524022e+00 2.675354484717e+00 6.351368041049e+01
3.437324497522e+00 3.455281760162e+00 5.114692954617e+01
4.439475303322e+00 4.462673506492e+00 4.228352500039e+01
5.733802840848e+00 5.763697668614e+00 3.464246961047e+01
7.405491138359e+00 7.444205819666e+00 2.764364049636e+01
9.564559599018e+00 9.614245787499e+00 2.169079474934e+01
1.235310374613e+01 1.241697208420e+01 1.648531813698e+01
1.595464700520e+01 1.603611153452e+01 1.238534922256e+01
2.060621899500e+01 2.071030541465e+01 8.699307148520e+00
2.661395524022e+01 2.674698899658e+01 5.852069499441e+00
