rp_Mpch,wp
3.454384210700099933e-01,2.429551280273227576e+02
4.461662803487744244e-01,2.033992630216732778e+02
5.761329331140238041e-01,1.498923693770277055e+02
7.440836674551334351e-01,1.209200571140168279e+02
9.610182003442331311e-01,1.141774333476624150e+02
1.241507669389977808e+00,1.029907822294671575e+02
1.603799476177612648e+00,9.092819930584201416e+01
2.071446608072939011e+00,7.378785867565241574e+01
2.675354015150723352e+00,6.345219250087072993e+01
3.455277707370898010e+00,5.110061602300945083e+01
4.462672482013077868e+00,4.220089499404199529e+01
5.763697809869838373e+00,3.463446672697465090e+01
7.444200528458069677e+00,2.765732612058700823e+01
9.614245750051660266e+00,2.170345416200037647e+01
1.241696533312297390e+01,1.646641334976791171e+01
1.603610002547014446e+01,1.240026844851834298e+01
2.071027875640422167e+01,8.703411962053804629e+00
2.674687765367112746e+01,5.881921544077409081e+00
