# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 761725
# D1D2.size2 = 761725
# D1R2.size1 = 761725
# D1R2.size2 = 20451659
# R1D2.size1 = 20451659
# R1D2.size2 = 761725
# R1R2.size1 = 20451659
# R1R2.size2 = 20451659
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454384210700e-01 2.429551280273e+02
4.439475303322e-01 4.461662803488e-01 2.033992630217e+02
5.733802840848e-01 5.761329331140e-01 1.498923693770e+02
7.405491138359e-01 7.440836674551e-01 1.209200571140e+02
9.564559599018e-01 9.610182003442e-01 1.141774333477e+02
1.235310374613e+00 1.241507669390e+00 1.029907822295e+02
1.595464700520e+00 1.603799476178e+00 9.092819930584e+01
2.060621899500e+00 2.071446608073e+00 7.378785867565e+01
2.661395524022e+00 2.675354015151e+00 6.345219250087e+01
3.437324497522e+00 3.455277707371e+00 5.110061602301e+01
4.439475303322e+00 4.462672482013e+00 4.220089499404e+01
5.733802840848e+00 5.763697809870e+00 3.463446672697e+01
7.405491138359e+00 7.444200528458e+00 2.765732612059e+01
9.564559599018e+00 9.614245750052e+00 2.170345416200e+01
1.235310374613e+01 1.241696533312e+01 1.646641334977e+01
1.595464700520e+01 1.603610002547e+01 1.240026844852e+01
2.060621899500e+01 2.071027875640e+01 8.703411962054e+00
2.661395524022e+01 2.674687765367e+01 5.881921544077e+00
