# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763161
# D1D2.size2 = 763161
# D1R2.size1 = 763161
# D1R2.size2 = 20466551
# R1D2.size1 = 20466551
# R1D2.size2 = 763161
# R1R2.size1 = 20466551
# R1R2.size2 = 20466551
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454379505615e-01 2.419130979307e+02
4.439475303322e-01 4.461637603116e-01 2.029299915705e+02
5.733802840848e-01 5.761340843632e-01 1.497982711302e+02
7.405491138359e-01 7.440834546492e-01 1.212451647102e+02
9.564559599018e-01 9.610182268567e-01 1.143470899711e+02
1.235310374613e+00 1.241512453735e+00 1.027196724314e+02
1.595464700520e+00 1.603799350491e+00 9.088455462706e+01
2.060621899500e+00 2.071451124169e+00 7.371577870323e+01
2.661395524022e+00 2.675355220439e+00 6.328179462749e+01
3.437324497522e+00 3.455284282213e+00 5.108616925439e+01
4.439475303322e+00 4.462683063750e+00 4.212302905195e+01
5.733802840848e+00 5.763710294738e+00 3.462617508804e+01
7.405491138359e+00 7.444218355967e+00 2.767519181060e+01
9.564559599018e+00 9.614273233954e+00 2.172245207234e+01
1.235310374613e+01 1.241701611849e+01 1.653203424040e+01
1.595464700520e+01 1.603615966742e+01 1.245766998617e+01
2.060621899500e+01 2.071040103743e+01 8.759743330556e+00
2.661395524022e+01 2.674712722071e+01 5.904405020259e+00
