rp_Mpch,wp
3.454379505615246537e-01,2.419130979307224720e+02
4.461637603116469508e-01,2.029299915705298076e+02
5.761340843632103415e-01,1.497982711301503969e+02
7.440834546492026691e-01,1.212451647102287779e+02
9.610182268566744845e-01,1.143470899711011128e+02
1.241512453734823440e+00,1.027196724313829179e+02
1.603799350491231568e+00,9.088455462706190247e+01
2.071451124169126690e+00,7.371577870322798276e+01
2.675355220438503157e+00,6.328179462749238837e+01
3.455284282212754299e+00,5.108616925439150691e+01
4.462683063750313650e+00,4.212302905194577818e+01
5.763710294737761863e+00,3.462617508804424205e+01
7.444218355967419321e+00,2.767519181059752498e+01
9.614273233954367726e+00,2.172245207233556741e+01
1.241701611848543152e+01,1.653203424040154346e+01
1.603615966742007970e+01,1.245766998617259702e+01
2.071040103742843996e+01,8.759743330555892271e+00
2.674712722071137705e+01,5.904405020259067882e+00
