# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 766874
# D1D2.size2 = 766874
# D1R2.size1 = 766874
# D1R2.size2 = 20533784
# R1D2.size1 = 20533784
# R1D2.size2 = 766874
# R1R2.size1 = 20533784
# R1R2.size2 = 20533784
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210040766434e+00 5.404029283236e+00 2.397125458681e+00  2.815018100228e+00
5.000000000000e+00 5.128933926115e+00 2.831374624721e+00 6.832746447219e-01  1.198304303853e+00
7.000000000000e+00 7.092666260165e+00 1.677927759883e+00 6.003993873316e-02  5.276849308994e-01
9.000000000000e+00 9.071994139777e+00 1.094904065915e+00 -1.307754229583e-01 2.545037479590e-01
1.100000000000e+01 1.105888211364e+01 7.619584454350e-01 -1.953265409939e-01 1.422320496810e-01
1.300000000000e+01 1.304974469875e+01 5.584164540108e-01 -1.875482688187e-01 7.500792610581e-02
1.500000000000e+01 1.504290805112e+01 4.234899736659e-01 -1.834339011307e-01 5.985478163098e-02
1.700000000000e+01 1.703780457230e+01 3.295170855235e-01 -1.585023844324e-01 3.801908217115e-02
1.900000000000e+01 1.903367387588e+01 2.656213525432e-01 -1.407202119599e-01 2.173725337549e-02
2.100000000000e+01 2.103038275021e+01 2.119332485710e-01 -1.247223070738e-01 2.097928818802e-02
2.300000000000e+01 2.302766698392e+01 1.743883577454e-01 -1.063989366753e-01 9.196901041992e-03
2.500000000000e+01 2.502537047096e+01 1.423736887767e-01 -9.478173238366e-02 1.376053973929e-02
2.700000000000e+01 2.702347042800e+01 1.205180430322e-01 -8.322233769609e-02 7.411147245056e-03
2.900000000000e+01 2.902171979190e+01 9.964463155821e-02 -7.706262852722e-02 8.477444755883e-03
3.100000000000e+01 3.102023258664e+01 8.533132148347e-02 -6.926346701383e-02 1.130655746446e-02
3.300000000000e+01 3.301896286813e+01 7.312646561429e-02 -6.728209912906e-02 6.249698349062e-03
3.500000000000e+01 3.501782704899e+01 6.125119895399e-02 -6.148303212030e-02 8.472791682639e-03
3.700000000000e+01 3.701678574113e+01 5.348968707556e-02 -5.334933270251e-02 -1.168123845998e-03
3.900000000000e+01 3.901590254285e+01 4.665295728330e-02 -5.180074829800e-02 7.779329464905e-03
4.100000000000e+01 4.101508238790e+01 3.812533493587e-02 -5.160995862300e-02 4.811644626190e-03
4.300000000000e+01 4.301435719947e+01 3.330671998158e-02 -4.554574059026e-02 4.768037073158e-03
4.500000000000e+01 4.501372204592e+01 2.924216522536e-02 -4.370437911771e-02 2.419098156815e-03
4.700000000000e+01 4.701307183822e+01 2.523877224620e-02 -3.674169381666e-02 1.268076557776e-03
4.900000000000e+01 4.901246825900e+01 2.229163953392e-02 -3.369325406831e-02 -3.018297128181e-04
5.100000000000e+01 5.101196518786e+01 1.975311533463e-02 -3.025479671727e-02 2.745168165607e-04
5.300000000000e+01 5.301147687962e+01 1.715259535488e-02 -2.936399406503e-02 1.967609202496e-04
5.500000000000e+01 5.501102590313e+01 1.616964931378e-02 -2.618090905224e-02 -2.506188175849e-05
5.700000000000e+01 5.701055806316e+01 1.462237523409e-02 -2.513275034154e-02 -7.588580523708e-04
5.900000000000e+01 5.901018452883e+01 1.291640642059e-02 -2.088420963883e-02 1.691246848723e-03
