# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 766874
# D1D2.size2 = 766874
# D1R2.size1 = 766874
# D1R2.size2 = 20533784
# R1D2.size1 = 20533784
# R1D2.size2 = 766874
# R1R2.size1 = 20533784
# R1R2.size2 = 20533784
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454363116042e-01 2.422813988025e+02
4.439475303322e-01 4.461664640263e-01 2.030702336770e+02
5.733802840848e-01 5.761382653376e-01 1.500854889984e+02
7.405491138359e-01 7.440850044564e-01 1.212716631323e+02
9.564559599018e-01 9.610219729069e-01 1.142361870835e+02
1.235310374613e+00 1.241514519393e+00 1.026773750438e+02
1.595464700520e+00 1.603797382300e+00 9.090033998231e+01
2.060621899500e+00 2.071448696992e+00 7.361656800821e+01
2.661395524022e+00 2.675354755085e+00 6.329955646028e+01
3.437324497522e+00 3.455283361063e+00 5.103534950470e+01
4.439475303322e+00 4.462682439400e+00 4.216315120372e+01
5.733802840848e+00 5.763708766731e+00 3.459115849045e+01
7.405491138359e+00 7.444213436593e+00 2.760210629610e+01
9.564559599018e+00 9.614265557592e+00 2.167369281295e+01
1.235310374613e+01 1.241700415874e+01 1.649227029961e+01
1.595464700520e+01 1.603616619047e+01 1.242941862844e+01
2.060621899500e+01 2.071040916465e+01 8.738617155155e+00
2.661395524022e+01 2.674712721680e+01 5.897800469780e+00
