s_Mpch,xi0,xi2,xi4
3.210040766433801540e+00,5.404029283235932013e+00,2.397125458681337307e+00,2.815018100227776543e+00
5.128933926115491815e+00,2.831374624721288313e+00,6.832746447219009145e-01,1.198304303852619768e+00
7.092666260164940617e+00,1.677927759882815062e+00,6.003993873316380847e-02,5.276849308993674104e-01
9.071994139776593968e+00,1.094904065915399460e+00,-1.307754229582789862e-01,2.545037479589803420e-01
1.105888211363919105e+01,7.619584454349729308e-01,-1.953265409938894637e-01,1.422320496809947876e-01
1.304974469875322995e+01,5.584164540107914299e-01,-1.875482688186814184e-01,7.500792610580596376e-02
1.504290805111947193e+01,4.234899736659153424e-01,-1.834339011306502509e-01,5.985478163098310878e-02
1.703780457230318746e+01,3.295170855235216578e-01,-1.585023844324432163e-01,3.801908217115101962e-02
1.903367387587596937e+01,2.656213525432498113e-01,-1.407202119599137435e-01,2.173725337549070255e-02
2.103038275020688275e+01,2.119332485710176406e-01,-1.247223070737757400e-01,2.097928818801585854e-02
2.302766698391721434e+01,1.743883577453576028e-01,-1.063989366752848414e-01,9.196901041991698694e-03
2.502537047096221912e+01,1.423736887767072523e-01,-9.478173238366109643e-02,1.376053973929245236e-02
2.702347042800232657e+01,1.205180430321615703e-01,-8.322233769609328757e-02,7.411147245055943293e-03
2.902171979190261908e+01,9.964463155821204343e-02,-7.706262852721570966e-02,8.477444755883328797e-03
3.102023258663879446e+01,8.533132148346572743e-02,-6.926346701382764259e-02,1.130655746445700938e-02
3.301896286813042991e+01,7.312646561428641501e-02,-6.728209912906027435e-02,6.249698349061930114e-03
3.501782704898793952e+01,6.125119895398758313e-02,-6.148303212030310771e-02,8.472791682639303074e-03
3.701678574112631992e+01,5.348968707555509100e-02,-5.334933270251390747e-02,-1.168123845997913078e-03
3.901590254284595005e+01,4.665295728330297320e-02,-5.180074829799731495e-02,7.779329464905339678e-03
4.101508238789922700e+01,3.812533493586676980e-02,-5.160995862300173098e-02,4.811644626190082763e-03
4.301435719947197356e+01,3.330671998158248048e-02,-4.554574059026347821e-02,4.768037073157831499e-03
4.501372204591692849e+01,2.924216522536213572e-02,-4.370437911771215406e-02,2.419098156814818677e-03
4.701307183821867852e+01,2.523877224620122567e-02,-3.674169381666385348e-02,1.268076557776176951e-03
4.901246825899982440e+01,2.229163953392014272e-02,-3.369325406831320813e-02,-3.018297128181300290e-04
5.101196518786139933e+01,1.975311533463203206e-02,-3.025479671727209635e-02,2.745168165606806025e-04
5.301147687961723420e+01,1.715259535487566322e-02,-2.936399406503423931e-02,1.967609202495702110e-04
5.501102590312649454e+01,1.616964931378306325e-02,-2.618090905223641879e-02,-2.506188175849428674e-05
5.701055806316244201e+01,1.462237523408926355e-02,-2.513275034154136348e-02,-7.588580523707815981e-04
5.901018452883344878e+01,1.291640642058503388e-02,-2.088420963883361875e-02,1.691246848723119978e-03
