rp_Mpch,wp
3.454363116041546666e-01,2.422813988024535092e+02
4.461664640263423576e-01,2.030702336769771534e+02
5.761382653376351248e-01,1.500854889983813791e+02
7.440850044563712684e-01,1.212716631323274328e+02
9.610219729069120476e-01,1.142361870834968016e+02
1.241514519392885152e+00,1.026773750438363209e+02
1.603797382300193419e+00,9.090033998230741474e+01
2.071448696991586402e+00,7.361656800820760793e+01
2.675354755085119329e+00,6.329955646027668337e+01
3.455283361063079095e+00,5.103534950470371712e+01
4.462682439400259327e+00,4.216315120372321701e+01
5.763708766730919031e+00,3.459115849045311109e+01
7.444213436593138056e+00,2.760210629610406130e+01
9.614265557592032607e+00,2.167369281295481898e+01
1.241700415874242047e+01,1.649227029960735535e+01
1.603616619047060965e+01,1.242941862844261180e+01
2.071040916465147319e+01,8.738617155155440130e+00
2.674712721679840755e+01,5.897800469780091426e+00
