rp_Mpch,wp
3.454389694069116556e-01,2.407758568505823860e+02
4.461638535244831227e-01,2.021830739489810753e+02
5.761344573376403488e-01,1.490048674755205411e+02
7.440817021046148838e-01,1.208824027204040874e+02
9.610163649174612299e-01,1.138727273280783834e+02
1.241496322538659269e+00,1.025710412401826090e+02
1.603792287935901228e+00,9.098507817794020980e+01
2.071444579772009575e+00,7.368006309924840025e+01
2.675344354249258316e+00,6.338549326269464501e+01
3.455272567805455441e+00,5.103948995397352917e+01
4.462667337460131556e+00,4.217720818145984651e+01
5.763685909587477951e+00,3.462056081833423349e+01
7.444174369233654609e+00,2.765236772290164780e+01
9.614203709213027693e+00,2.170675988441904281e+01
1.241691434586009635e+01,1.656099771610129068e+01
1.603600165303653213e+01,1.247093136572284244e+01
2.071014012277786875e+01,8.784974733453193352e+00
2.674668760683133328e+01,5.932241667470682600e+00
