# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763295
# D1D2.size2 = 763295
# D1R2.size1 = 763295
# D1R2.size2 = 20513484
# R1D2.size1 = 20513484
# R1D2.size2 = 763295
# R1R2.size1 = 20513484
# R1R2.size2 = 20513484
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454389694069e-01 2.407758568506e+02
4.439475303322e-01 4.461638535245e-01 2.021830739490e+02
5.733802840848e-01 5.761344573376e-01 1.490048674755e+02
7.405491138359e-01 7.440817021046e-01 1.208824027204e+02
9.564559599018e-01 9.610163649175e-01 1.138727273281e+02
1.235310374613e+00 1.241496322539e+00 1.025710412402e+02
1.595464700520e+00 1.603792287936e+00 9.098507817794e+01
2.060621899500e+00 2.071444579772e+00 7.368006309925e+01
2.661395524022e+00 2.675344354249e+00 6.338549326269e+01
3.437324497522e+00 3.455272567805e+00 5.103948995397e+01
4.439475303322e+00 4.462667337460e+00 4.217720818146e+01
5.733802840848e+00 5.763685909587e+00 3.462056081833e+01
7.405491138359e+00 7.444174369234e+00 2.765236772290e+01
9.564559599018e+00 9.614203709213e+00 2.170675988442e+01
1.235310374613e+01 1.241691434586e+01 1.656099771610e+01
1.595464700520e+01 1.603600165304e+01 1.247093136572e+01
2.060621899500e+01 2.071014012278e+01 8.784974733453e+00
2.661395524022e+01 2.674668760683e+01 5.932241667471e+00
