# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765069
# D1D2.size2 = 765069
# D1R2.size1 = 765069
# D1R2.size2 = 20581463
# R1D2.size1 = 20581463
# R1D2.size2 = 765069
# R1R2.size1 = 20581463
# R1R2.size2 = 20581463
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454355844440e-01 2.400555650410e+02
4.439475303322e-01 4.461633501708e-01 2.020608754806e+02
5.733802840848e-01 5.761345091539e-01 1.491185913338e+02
7.405491138359e-01 7.440795301805e-01 1.211050033532e+02
9.564559599018e-01 9.610122473291e-01 1.143875638527e+02
1.235310374613e+00 1.241501240909e+00 1.028980490971e+02
1.595464700520e+00 1.603797683040e+00 9.072712525877e+01
2.060621899500e+00 2.071447564890e+00 7.388790297265e+01
2.661395524022e+00 2.675345432063e+00 6.347537207363e+01
3.437324497522e+00 3.455275861122e+00 5.119416886201e+01
4.439475303322e+00 4.462671137720e+00 4.225077565317e+01
5.733802840848e+00 5.763686067768e+00 3.467813380859e+01
7.405491138359e+00 7.444176390322e+00 2.775838534768e+01
9.564559599018e+00 9.614197666377e+00 2.177584301098e+01
1.235310374613e+01 1.241691461350e+01 1.657997273049e+01
1.595464700520e+01 1.603601050527e+01 1.245139621764e+01
2.060621899500e+01 2.071013579775e+01 8.749901382586e+00
2.661395524022e+01 2.674670907493e+01 5.896805025807e+00
