rp_Mpch,wp
3.454355844440345491e-01,2.400555650409976352e+02
4.461633501708211491e-01,2.020608754805869012e+02
5.761345091538682128e-01,1.491185913338050852e+02
7.440795301804987716e-01,1.211050033532385442e+02
9.610122473291181633e-01,1.143875638527443215e+02
1.241501240909014481e+00,1.028980490970943862e+02
1.603797683040175226e+00,9.072712525877190615e+01
2.071447564889802528e+00,7.388790297264684170e+01
2.675345432062671946e+00,6.347537207363203038e+01
3.455275861122383496e+00,5.119416886201103267e+01
4.462671137719515180e+00,4.225077565317327810e+01
5.763686067768087007e+00,3.467813380858518713e+01
7.444176390322345682e+00,2.775838534767911270e+01
9.614197666377112483e+00,2.177584301097640207e+01
1.241691461349505055e+01,1.657997273049243248e+01
1.603601050527497307e+01,1.245139621764295157e+01
2.071013579775416957e+01,8.749901382585878906e+00
2.674670907492950533e+01,5.896805025807275058e+00
