rp_Mpch,wp
3.454379861265962637e-01,2.419051198274718217e+02
4.461673686715311726e-01,2.033486174631280790e+02
5.761373091658200662e-01,1.500239885887233413e+02
7.440848582558745594e-01,1.213162393886379675e+02
9.610219034980853614e-01,1.144023784984891563e+02
1.241509636908755487e+00,1.026848956266667159e+02
1.603799690428679758e+00,9.090754315516525708e+01
2.071448178436077647e+00,7.374806660649460355e+01
2.675352577376506336e+00,6.331701678174148640e+01
3.455284055307478841e+00,5.105982594054847823e+01
4.462680152176044857e+00,4.218128391248199449e+01
5.763708711781942995e+00,3.460849622671025116e+01
7.444215241641066072e+00,2.764729147636482054e+01
9.614261950430044834e+00,2.168257357975669208e+01
1.241700049322105315e+01,1.648996220000243795e+01
1.603615289166111069e+01,1.242047593310106990e+01
2.071037960049244830e+01,8.730696735485716786e+00
2.674707858443629149e+01,5.888411471207530390e+00
