s_Mpch,xi0,xi2,xi4
3.210037900040284331e+00,5.405680467842295833e+00,2.400037091292268165e+00,2.819105487885254391e+00
5.128944935339110778e+00,2.831810147195729321e+00,6.824959983397600460e-01,1.194698172739071973e+00
7.092665712350137319e+00,1.679825206491251777e+00,6.167965251039782965e-02,5.264287991507941022e-01
9.071991528901861557e+00,1.095858760579881075e+00,-1.308447710161794730e-01,2.558351121449887744e-01
1.105887496941948100e+01,7.621910045782323007e-01,-1.950006802670768979e-01,1.428133937842891998e-01
1.304973709078370980e+01,5.587401082610491398e-01,-1.876868437748334950e-01,7.517870361305166449e-02
1.504290868985430052e+01,4.237843029292826524e-01,-1.833948763938985649e-01,5.980393984895392839e-02
1.703780212748632295e+01,3.296248904751318820e-01,-1.578366355163839940e-01,3.926395650270380483e-02
1.903367090880540147e+01,2.660588568721337088e-01,-1.403828722629920367e-01,2.192812306906803677e-02
2.103037952386478793e+01,2.122711640441057868e-01,-1.258429756348738715e-01,2.135173866618728447e-02
2.302766291158609846e+01,1.747237295634722631e-01,-1.067389186283223823e-01,8.872328654157777064e-03
2.502536671381778532e+01,1.427792875622614921e-01,-9.536524160337769840e-02,1.376251632851205331e-02
2.702346776272169038e+01,1.208689402009793384e-01,-8.358642526143714169e-02,7.218198304255860412e-03
2.902171588774013600e+01,9.992113306657131322e-02,-7.697149101280184591e-02,8.521885830980390278e-03
3.102022801977021871e+01,8.561118767388437023e-02,-6.941066772047729816e-02,1.149285270338076467e-02
3.301896042035912160e+01,7.334166860683419276e-02,-6.736749807186731553e-02,6.671823810115033553e-03
3.501782239246912098e+01,6.152285978499118929e-02,-6.155581145504387952e-02,8.860570618873190446e-03
3.701678277650902515e+01,5.357145123529913344e-02,-5.301973566022043227e-02,-7.304104771191912912e-04
3.901589943405633676e+01,4.682210151363644379e-02,-5.163821899736290716e-02,7.980514986745009670e-03
4.101507821771446061e+01,3.822969426825588435e-02,-5.125524523611331429e-02,4.875264480618743401e-03
4.301435438202469186e+01,3.337458880143285428e-02,-4.547540181000503390e-02,4.839419173379604262e-03
4.501371841266452378e+01,2.922751963761265753e-02,-4.372858322223057564e-02,2.561791076582443406e-03
4.701306805350197493e+01,2.523283188979909969e-02,-3.688843247385678592e-02,1.498820298394909576e-03
4.901246573539760476e+01,2.232338068376917700e-02,-3.394782420687493529e-02,-4.286540272498153524e-04
5.101196132746914458e+01,1.971229434654111004e-02,-3.044306456998472840e-02,3.021749028491858727e-04
5.301147330222265452e+01,1.716296122408829741e-02,-2.965399259509387750e-02,1.850672635159350066e-04
5.501102289663738532e+01,1.619787433983854372e-02,-2.630132122048377263e-02,-1.571591791585325503e-04
5.701055491803612796e+01,1.450319676917684493e-02,-2.542810675878195981e-02,-1.041158942756585399e-03
5.901018136456292495e+01,1.284854332015956078e-02,-2.112255360215658379e-02,1.357115873760682614e-03
