# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 768607
# D1D2.size2 = 768607
# D1R2.size1 = 768607
# D1R2.size2 = 20596698
# R1D2.size1 = 20596698
# R1D2.size2 = 768607
# R1R2.size1 = 20596698
# R1R2.size2 = 20596698
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454379861266e-01 2.419051198275e+02
4.439475303322e-01 4.461673686715e-01 2.033486174631e+02
5.733802840848e-01 5.761373091658e-01 1.500239885887e+02
7.405491138359e-01 7.440848582559e-01 1.213162393886e+02
9.564559599018e-01 9.610219034981e-01 1.144023784985e+02
1.235310374613e+00 1.241509636909e+00 1.026848956267e+02
1.595464700520e+00 1.603799690429e+00 9.090754315517e+01
2.060621899500e+00 2.071448178436e+00 7.374806660649e+01
2.661395524022e+00 2.675352577377e+00 6.331701678174e+01
3.437324497522e+00 3.455284055307e+00 5.105982594055e+01
4.439475303322e+00 4.462680152176e+00 4.218128391248e+01
5.733802840848e+00 5.763708711782e+00 3.460849622671e+01
7.405491138359e+00 7.444215241641e+00 2.764729147636e+01
9.564559599018e+00 9.614261950430e+00 2.168257357976e+01
1.235310374613e+01 1.241700049322e+01 1.648996220000e+01
1.595464700520e+01 1.603615289166e+01 1.242047593310e+01
2.060621899500e+01 2.071037960049e+01 8.730696735486e+00
2.661395524022e+01 2.674707858444e+01 5.888411471208e+00
