rp_Mpch,wp
3.454332172663853728e-01,2.387547919971657961e+02
4.461645567829235492e-01,2.023477977235307890e+02
5.761307312423603610e-01,1.483475759374395864e+02
7.440747559828981839e-01,1.197226471832154573e+02
9.610134878819620585e-01,1.139608482006367609e+02
1.241506084637520768e+00,1.023507565427884174e+02
1.603797504674428609e+00,9.076780459928126277e+01
2.071443852635002081e+00,7.361156797009522279e+01
2.675354576343466739e+00,6.328406810237544988e+01
3.455261257361360361e+00,5.103547361300772423e+01
4.462666423054115761e+00,4.205575495118311125e+01
5.763681473210014339e+00,3.446414024770515283e+01
7.444167181980453130e+00,2.749939557121844302e+01
9.614188619856308904e+00,2.155655665003112276e+01
1.241688791633232647e+01,1.641766942788476413e+01
1.603596757458738864e+01,1.233351378742921156e+01
2.071006292979730290e+01,8.676398170010365618e+00
2.674659713166062858e+01,5.829016470836192454e+00
