s_Mpch,xi0,xi2,xi4
3.210004234361786946e+00,5.405299993696594640e+00,2.376315347995511473e+00,2.789695235035352994e+00
5.128899478494333586e+00,2.831086760796800217e+00,6.762382954080180530e-01,1.185940191684209610e+00
7.092639419070936313e+00,1.678625033904418196e+00,5.954494722811804613e-02,5.263370718865165721e-01
9.071957024973762884e+00,1.094612074216548381e+00,-1.338104117788299074e-01,2.532513719375732997e-01
1.105882870140874452e+01,7.617515828459466842e-01,-1.976924141524982192e-01,1.418295478794078246e-01
1.304969808626928796e+01,5.576887991754302387e-01,-1.908586547991515947e-01,7.429291284278011220e-02
1.504287305675114439e+01,4.232477968609885677e-01,-1.850279077373000181e-01,6.101024728471139691e-02
1.703776481445025937e+01,3.289048148402589633e-01,-1.595588663198118651e-01,3.888969280389584227e-02
1.903363641004828466e+01,2.653424156224959418e-01,-1.416777050118426251e-01,2.133172250362656841e-02
2.103035004068252078e+01,2.118191627117708975e-01,-1.266086894847620048e-01,2.125235424425662642e-02
2.302762575102294562e+01,1.739728250421213041e-01,-1.076860839365534339e-01,9.074711323482809178e-03
2.502533517145465680e+01,1.421540014782889938e-01,-9.726862428903546021e-02,1.405438702517756121e-02
2.702343440336571234e+01,1.203347198321691458e-01,-8.509879780918391812e-02,6.927465276290803442e-03
2.902168448114984045e+01,9.927553662801601175e-02,-7.855741735947059656e-02,7.977886644978594843e-03
3.102019795070489394e+01,8.497464426379477964e-02,-7.000758056277942010e-02,1.107711086872756150e-02
3.301892540288212530e+01,7.282301745675084925e-02,-6.801793036564438011e-02,6.411519190599196220e-03
3.501778911800668226e+01,6.104409812246945621e-02,-6.205968450442021778e-02,8.382728795331150645e-03
3.701674791646906471e+01,5.301598342024550770e-02,-5.320096424859568907e-02,-5.605613193595337202e-04
3.901586834286518979e+01,4.620739037778234110e-02,-5.172302224469270404e-02,7.813584675378858896e-03
4.101504299718779833e+01,3.757752713879849993e-02,-5.097655701396394679e-02,5.393001226019757295e-03
4.301431797995692818e+01,3.292722807057003875e-02,-4.562157221124581163e-02,5.308585151650611553e-03
4.501368542375075776e+01,2.874558423303067226e-02,-4.378441233254842802e-02,2.961391787931688495e-03
4.701303712476854457e+01,2.472463570163378060e-02,-3.667998154530039551e-02,1.328761785718631135e-03
4.901243446412681948e+01,2.189610312124184652e-02,-3.317233527782909724e-02,-4.824967874317607022e-04
5.101193359761742130e+01,1.935128947318337511e-02,-2.995759229499343063e-02,6.394289285021818696e-04
5.301144224649099357e+01,1.653928002670270944e-02,-2.889421665593751992e-02,3.803822676987045305e-04
5.501099049277553377e+01,1.572424222829485810e-02,-2.610451979673315132e-02,-4.599219223906848451e-04
5.701052703307586000e+01,1.397200825191313722e-02,-2.492262354494340082e-02,-1.120788275759507843e-03
5.901014749458646236e+01,1.217211535485035120e-02,-2.075811645295813634e-02,1.397326462357341816e-03
