# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 762354
# D1D2.size2 = 762354
# D1R2.size1 = 762354
# D1R2.size2 = 20501806
# R1D2.size1 = 20501806
# R1D2.size2 = 762354
# R1R2.size1 = 20501806
# R1R2.size2 = 20501806
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210004234362e+00 5.405299993697e+00 2.376315347996e+00  2.789695235035e+00
5.000000000000e+00 5.128899478494e+00 2.831086760797e+00 6.762382954080e-01  1.185940191684e+00
7.000000000000e+00 7.092639419071e+00 1.678625033904e+00 5.954494722812e-02  5.263370718865e-01
9.000000000000e+00 9.071957024974e+00 1.094612074217e+00 -1.338104117788e-01 2.532513719376e-01
1.100000000000e+01 1.105882870141e+01 7.617515828459e-01 -1.976924141525e-01 1.418295478794e-01
1.300000000000e+01 1.304969808627e+01 5.576887991754e-01 -1.908586547992e-01 7.429291284278e-02
1.500000000000e+01 1.504287305675e+01 4.232477968610e-01 -1.850279077373e-01 6.101024728471e-02
1.700000000000e+01 1.703776481445e+01 3.289048148403e-01 -1.595588663198e-01 3.888969280390e-02
1.900000000000e+01 1.903363641005e+01 2.653424156225e-01 -1.416777050118e-01 2.133172250363e-02
2.100000000000e+01 2.103035004068e+01 2.118191627118e-01 -1.266086894848e-01 2.125235424426e-02
2.300000000000e+01 2.302762575102e+01 1.739728250421e-01 -1.076860839366e-01 9.074711323483e-03
2.500000000000e+01 2.502533517145e+01 1.421540014783e-01 -9.726862428904e-02 1.405438702518e-02
2.700000000000e+01 2.702343440337e+01 1.203347198322e-01 -8.509879780918e-02 6.927465276291e-03
2.900000000000e+01 2.902168448115e+01 9.927553662802e-02 -7.855741735947e-02 7.977886644979e-03
3.100000000000e+01 3.102019795070e+01 8.497464426379e-02 -7.000758056278e-02 1.107711086873e-02
3.300000000000e+01 3.301892540288e+01 7.282301745675e-02 -6.801793036564e-02 6.411519190599e-03
3.500000000000e+01 3.501778911801e+01 6.104409812247e-02 -6.205968450442e-02 8.382728795331e-03
3.700000000000e+01 3.701674791647e+01 5.301598342025e-02 -5.320096424860e-02 -5.605613193595e-04
3.900000000000e+01 3.901586834287e+01 4.620739037778e-02 -5.172302224469e-02 7.813584675379e-03
4.100000000000e+01 4.101504299719e+01 3.757752713880e-02 -5.097655701396e-02 5.393001226020e-03
4.300000000000e+01 4.301431797996e+01 3.292722807057e-02 -4.562157221125e-02 5.308585151651e-03
4.500000000000e+01 4.501368542375e+01 2.874558423303e-02 -4.378441233255e-02 2.961391787932e-03
4.700000000000e+01 4.701303712477e+01 2.472463570163e-02 -3.667998154530e-02 1.328761785719e-03
4.900000000000e+01 4.901243446413e+01 2.189610312124e-02 -3.317233527783e-02 -4.824967874318e-04
5.100000000000e+01 5.101193359762e+01 1.935128947318e-02 -2.995759229499e-02 6.394289285022e-04
5.300000000000e+01 5.301144224649e+01 1.653928002670e-02 -2.889421665594e-02 3.803822676987e-04
5.500000000000e+01 5.501099049278e+01 1.572424222829e-02 -2.610451979673e-02 -4.599219223907e-04
5.700000000000e+01 5.701052703308e+01 1.397200825191e-02 -2.492262354494e-02 -1.120788275760e-03
5.900000000000e+01 5.901014749459e+01 1.217211535485e-02 -2.075811645296e-02 1.397326462357e-03
