rp_Mpch,wp
3.454356216784049138e-01,2.421878860663789510e+02
4.461677803516528318e-01,2.029862366054874769e+02
5.761376269438723829e-01,1.496966154754386480e+02
7.440824003412521703e-01,1.212299815254145869e+02
9.610165963439827319e-01,1.143609876952818354e+02
1.241507275059074766e+00,1.025209363554423589e+02
1.603800218512301701e+00,9.100358039589478665e+01
2.071449188934999963e+00,7.372201238319740924e+01
2.675355064993620857e+00,6.326796313779348679e+01
3.455285527222325292e+00,5.111629295660270600e+01
4.462687804685742776e+00,4.221047489535057196e+01
5.763715357857226884e+00,3.461529600848142252e+01
7.444222603226767099e+00,2.765782234394650629e+01
9.614268603745996344e+00,2.168510781744501514e+01
1.241701166029923620e+01,1.650440635900177710e+01
1.603616850389305881e+01,1.243089566174001703e+01
2.071039585954195417e+01,8.739685522918792415e+00
2.674708910725126643e+01,5.894248129199348263e+00
