# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 766849
# D1D2.size2 = 766849
# D1R2.size1 = 766849
# D1R2.size2 = 20565444
# R1D2.size1 = 20565444
# R1D2.size2 = 766849
# R1R2.size1 = 20565444
# R1R2.size2 = 20565444
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454356216784e-01 2.421878860664e+02
4.439475303322e-01 4.461677803517e-01 2.029862366055e+02
5.733802840848e-01 5.761376269439e-01 1.496966154754e+02
7.405491138359e-01 7.440824003413e-01 1.212299815254e+02
9.564559599018e-01 9.610165963440e-01 1.143609876953e+02
1.235310374613e+00 1.241507275059e+00 1.025209363554e+02
1.595464700520e+00 1.603800218512e+00 9.100358039589e+01
2.060621899500e+00 2.071449188935e+00 7.372201238320e+01
2.661395524022e+00 2.675355064994e+00 6.326796313779e+01
3.437324497522e+00 3.455285527222e+00 5.111629295660e+01
4.439475303322e+00 4.462687804686e+00 4.221047489535e+01
5.733802840848e+00 5.763715357857e+00 3.461529600848e+01
7.405491138359e+00 7.444222603227e+00 2.765782234395e+01
9.564559599018e+00 9.614268603746e+00 2.168510781745e+01
1.235310374613e+01 1.241701166030e+01 1.650440635900e+01
1.595464700520e+01 1.603616850389e+01 1.243089566174e+01
2.060621899500e+01 2.071039585954e+01 8.739685522919e+00
2.661395524022e+01 2.674708910725e+01 5.894248129199e+00
