rp_Mpch,wp
3.454365365352989881e-01,2.430683577025396289e+02
4.461672545748907592e-01,2.042148099434639335e+02
5.761345797910129019e-01,1.497392157045329668e+02
7.440865998899858225e-01,1.217360851479206474e+02
9.610268467412838023e-01,1.143361471345230740e+02
1.241513237255727375e+00,1.027569672416802575e+02
1.603794943377569338e+00,9.084890482132763623e+01
2.071450403133928031e+00,7.367743388216013045e+01
2.675356716721955852e+00,6.329037819774896434e+01
3.455284351194650050e+00,5.113830710882241704e+01
4.462679376275167087e+00,4.220942328822192735e+01
5.763712210089119381e+00,3.465440358063154491e+01
7.444218220282880161e+00,2.765194423247898214e+01
9.614260271455618678e+00,2.168333802781057784e+01
1.241699850172371100e+01,1.653161270451169429e+01
1.603614401611274687e+01,1.244120033677262072e+01
2.071034043766960409e+01,8.732511923536943499e+00
2.674700490512475781e+01,5.900774316931535424e+00
