# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 760468
# D1D2.size2 = 760468
# D1R2.size1 = 760468
# D1R2.size2 = 20438740
# R1D2.size1 = 20438740
# R1D2.size2 = 760468
# R1R2.size1 = 20438740
# R1R2.size2 = 20438740
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.209978089962e+00 5.398893976086e+00 2.391452677531e+00  2.806625122435e+00
5.000000000000e+00 5.128894578331e+00 2.828649541890e+00 6.789024634092e-01  1.193011490457e+00
7.000000000000e+00 7.092631205083e+00 1.678233877977e+00 5.946409451197e-02  5.240663173518e-01
9.000000000000e+00 9.071967813440e+00 1.094892190216e+00 -1.305613903042e-01 2.555109555999e-01
1.100000000000e+01 1.105882129951e+01 7.621373318335e-01 -1.953150966081e-01 1.393695726178e-01
1.300000000000e+01 1.304970791388e+01 5.585507327864e-01 -1.883355193730e-01 7.528049960904e-02
1.500000000000e+01 1.504288470985e+01 4.233196433046e-01 -1.831237020918e-01 5.902463173395e-02
1.700000000000e+01 1.703777213154e+01 3.292696935368e-01 -1.580086072682e-01 3.968963461648e-02
1.900000000000e+01 1.903363518438e+01 2.658327859533e-01 -1.407699613014e-01 2.233617546646e-02
2.100000000000e+01 2.103034966310e+01 2.120617987828e-01 -1.259460898123e-01 2.183789466148e-02
2.300000000000e+01 2.302762180847e+01 1.742481124665e-01 -1.069254162619e-01 1.100196524349e-02
2.500000000000e+01 2.502532802747e+01 1.420684572398e-01 -9.563539296000e-02 1.461038680890e-02
2.700000000000e+01 2.702343766658e+01 1.206818919879e-01 -8.349853679418e-02 7.857257305866e-03
2.900000000000e+01 2.902168464407e+01 9.945764937488e-02 -7.706053504249e-02 8.465978832975e-03
3.100000000000e+01 3.102019260749e+01 8.551805786317e-02 -6.932567804496e-02 1.195607738999e-02
3.300000000000e+01 3.301892697523e+01 7.318971523721e-02 -6.727413110942e-02 6.990303904250e-03
3.500000000000e+01 3.501779416026e+01 6.125657778183e-02 -6.134984245659e-02 8.921375931100e-03
3.700000000000e+01 3.701675363971e+01 5.355323827269e-02 -5.269894302262e-02 -1.496241404322e-03
3.900000000000e+01 3.901586859295e+01 4.672403094645e-02 -5.152491321841e-02 7.717568385071e-03
4.100000000000e+01 4.101504937791e+01 3.817913893580e-02 -5.083422026141e-02 4.600068582909e-03
4.300000000000e+01 4.301432082689e+01 3.336947998547e-02 -4.446539201533e-02 4.594244463114e-03
4.500000000000e+01 4.501368661715e+01 2.914391307588e-02 -4.291830482396e-02 2.755593277984e-03
4.700000000000e+01 4.701304025868e+01 2.504508190171e-02 -3.582096808339e-02 9.290740181499e-04
4.900000000000e+01 4.901243696150e+01 2.216409614679e-02 -3.324305656406e-02 -3.040680971459e-04
5.100000000000e+01 5.101193167004e+01 1.927651021571e-02 -2.960042715567e-02 3.741061067828e-04
5.300000000000e+01 5.301144505167e+01 1.692580612326e-02 -2.880176550027e-02 4.493249891689e-05
5.500000000000e+01 5.501099228512e+01 1.597048996123e-02 -2.548690962965e-02 -4.250056661122e-04
5.700000000000e+01 5.701052928260e+01 1.424949329678e-02 -2.447199685885e-02 -7.226985936461e-04
5.900000000000e+01 5.901015589818e+01 1.275380078479e-02 -2.028203260885e-02 1.458899074950e-03
