# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 760468
# D1D2.size2 = 760468
# D1R2.size1 = 760468
# D1R2.size2 = 20438740
# R1D2.size1 = 20438740
# R1D2.size2 = 760468
# R1R2.size1 = 20438740
# R1R2.size2 = 20438740
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454395492346e-01 2.397147921843e+02
4.439475303322e-01 4.461669107560e-01 2.018652018147e+02
5.733802840848e-01 5.761282142142e-01 1.491985664437e+02
7.405491138359e-01 7.440783014164e-01 1.206141164925e+02
9.564559599018e-01 9.610087885046e-01 1.146245485012e+02
1.235310374613e+00 1.241500241270e+00 1.025860055421e+02
1.595464700520e+00 1.603793652855e+00 9.094478544199e+01
2.060621899500e+00 2.071452875920e+00 7.377589936907e+01
2.661395524022e+00 2.675348229566e+00 6.346548309289e+01
3.437324497522e+00 3.455273366489e+00 5.110353400556e+01
4.439475303322e+00 4.462656766588e+00 4.224306936699e+01
5.733802840848e+00 5.763682107821e+00 3.473240305506e+01
7.405491138359e+00 7.444184089187e+00 2.767609293127e+01
9.564559599018e+00 9.614186770298e+00 2.168095654673e+01
1.235310374613e+01 1.241689609556e+01 1.648822346075e+01
1.595464700520e+01 1.603597970685e+01 1.241624011436e+01
2.060621899500e+01 2.071008826064e+01 8.744548955310e+00
2.661395524022e+01 2.674661766941e+01 5.859537020687e+00
