rp_Mpch,wp
3.454395492346208352e-01,2.397147921842806682e+02
4.461669107559609881e-01,2.018652018147490139e+02
5.761282142142352125e-01,1.491985664437396508e+02
7.440783014164499276e-01,1.206141164924859339e+02
9.610087885046213474e-01,1.146245485012331926e+02
1.241500241270306226e+00,1.025860055420612724e+02
1.603793652854734963e+00,9.094478544198850045e+01
2.071452875920475112e+00,7.377589936907135382e+01
2.675348229566306468e+00,6.346548309289347145e+01
3.455273366488544884e+00,5.110353400556310532e+01
4.462656766588209756e+00,4.224306936698781101e+01
5.763682107821011869e+00,3.473240305505801473e+01
7.444184089187330322e+00,2.767609293126947989e+01
9.614186770298280393e+00,2.168095654673013328e+01
1.241689609555796636e+01,1.648822346075144196e+01
1.603597970685385121e+01,1.241624011436197961e+01
2.071008826064064223e+01,8.744548955310019522e+00
2.674661766941168750e+01,5.859537020687236364e+00
