rp_Mpch,wp
3.454402318328563259e-01,2.432657500200916161e+02
4.461662500772285989e-01,2.038272584175075792e+02
5.761365310760522274e-01,1.499301868298745148e+02
7.440855700344113366e-01,1.214395606033121311e+02
9.610198177026754163e-01,1.144096856031895726e+02
1.241512435563922434e+00,1.028047839106845061e+02
1.603799501036127451e+00,9.096190804010547026e+01
2.071448271667336805e+00,7.370370302697681097e+01
2.675354149567571227e+00,6.351632751515067099e+01
3.455279346608706170e+00,5.110746867788965631e+01
4.462677431037006315e+00,4.219391154144850020e+01
5.763699351170605389e+00,3.465787334075800175e+01
7.444209836339310549e+00,2.762681562109467492e+01
9.614247639966370329e+00,2.168617608880505188e+01
1.241698007926226310e+01,1.649709487119537954e+01
1.603612340088077914e+01,1.241308349221219487e+01
2.071032235130435595e+01,8.715908486783124687e+00
2.674698216582346078e+01,5.890667530861318113e+00
