# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763812
# D1D2.size2 = 763812
# D1R2.size1 = 763812
# D1R2.size2 = 20465946
# R1D2.size1 = 20465946
# R1D2.size2 = 763812
# R1R2.size1 = 20465946
# R1R2.size2 = 20465946
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454402318329e-01 2.432657500201e+02
4.439475303322e-01 4.461662500772e-01 2.038272584175e+02
5.733802840848e-01 5.761365310761e-01 1.499301868299e+02
7.405491138359e-01 7.440855700344e-01 1.214395606033e+02
9.564559599018e-01 9.610198177027e-01 1.144096856032e+02
1.235310374613e+00 1.241512435564e+00 1.028047839107e+02
1.595464700520e+00 1.603799501036e+00 9.096190804011e+01
2.060621899500e+00 2.071448271667e+00 7.370370302698e+01
2.661395524022e+00 2.675354149568e+00 6.351632751515e+01
3.437324497522e+00 3.455279346609e+00 5.110746867789e+01
4.439475303322e+00 4.462677431037e+00 4.219391154145e+01
5.733802840848e+00 5.763699351171e+00 3.465787334076e+01
7.405491138359e+00 7.444209836339e+00 2.762681562109e+01
9.564559599018e+00 9.614247639966e+00 2.168617608881e+01
1.235310374613e+01 1.241698007926e+01 1.649709487120e+01
1.595464700520e+01 1.603612340088e+01 1.241308349221e+01
2.060621899500e+01 2.071032235130e+01 8.715908486783e+00
2.661395524022e+01 2.674698216582e+01 5.890667530861e+00
