s_Mpch,xi0,xi2,xi4
3.210019454049253262e+00,5.410563829015973880e+00,2.408702847351726906e+00,2.812369845217609132e+00
5.128921147922858026e+00,2.835042518130933331e+00,6.826778681348546485e-01,1.202468122287744468e+00
7.092657416089417133e+00,1.681240550533325884e+00,6.199838839517989725e-02,5.270295010160844784e-01
9.071991849127044816e+00,1.097183758130378717e+00,-1.302415911562777862e-01,2.565682271669730841e-01
1.105887205173843846e+01,7.631224100194503590e-01,-1.946808469239728889e-01,1.424100467115376745e-01
1.304972979155345669e+01,5.594754717976744285e-01,-1.880636963587521970e-01,7.497224084063769389e-02
1.504290335440515136e+01,4.241521063182654427e-01,-1.837021220179520520e-01,5.979545594692839416e-02
1.703780059593934837e+01,3.298427716172055435e-01,-1.579914451624312433e-01,4.008839348665770019e-02
1.903366397866050264e+01,2.664221862526888751e-01,-1.403708043969382480e-01,2.282331845314946803e-02
2.103037182136049310e+01,2.125693626987296692e-01,-1.256905424070802468e-01,2.104456228540403998e-02
2.302766194803612976e+01,1.750692187938653888e-01,-1.066514655154874869e-01,9.237474497752218641e-03
2.502536195006248931e+01,1.429138952836283838e-01,-9.573576848231003800e-02,1.455731331577312347e-02
2.702346123813626377e+01,1.209698340668411837e-01,-8.338978946063094200e-02,7.049670791544546122e-03
2.902170759235266573e+01,9.994565532341387337e-02,-7.694260329520985486e-02,8.039909481646016071e-03
3.102022214136533762e+01,8.581952247283308743e-02,-6.955534451286130015e-02,1.168966510715099827e-02
3.301895307673017754e+01,7.332540150698516057e-02,-6.738031626750384806e-02,6.362229239181584756e-03
3.501781692311394067e+01,6.145814193069088632e-02,-6.177483407959354078e-02,8.447212161161806940e-03
3.701677892345006171e+01,5.344767858910459690e-02,-5.354224546180950256e-02,-8.384427348449760000e-04
3.901589369630187321e+01,4.666241839367690769e-02,-5.212739556850233547e-02,7.700106349338651721e-03
4.101507228237498026e+01,3.817885915826189913e-02,-5.190591719079548638e-02,4.741083743559268079e-03
4.301434656936289258e+01,3.347590729165055706e-02,-4.574235355874872733e-02,4.830584645517569699e-03
4.501371301901165367e+01,2.915724011212759634e-02,-4.435374956452960149e-02,2.457566110116289788e-03
4.701305945002653175e+01,2.523992182847372215e-02,-3.713871513930153134e-02,9.753403574613566263e-04
4.901246010045074541e+01,2.235918703790762407e-02,-3.444406385786802360e-02,-3.598789970217091154e-04
5.101195519078025598e+01,1.964792435140693891e-02,-3.063130655067468344e-02,4.828060348242747693e-04
5.301146706190500879e+01,1.703043960518603114e-02,-2.989998466516456677e-02,1.229061832450138812e-05
5.501101733086169787e+01,1.605786265425964560e-02,-2.637878756437721239e-02,-9.894504158515970895e-05
5.701055019299811022e+01,1.446745817750743485e-02,-2.549459109798388537e-02,-6.931719091405796809e-04
5.901017336086109566e+01,1.275454267972369812e-02,-2.124504424151216903e-02,1.649705296542985488e-03
