index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,211.02873044475908
1,wp,wp,-1,0.7440818690302262,178.6693884740613
2,wp,wp,-1,0.9610170497889371,138.47059140036612
3,wp,wp,-1,1.2415081573690936,110.82712172486754
4,wp,wp,-1,1.6037983331351233,85.75215382359782
5,wp,wp,-1,2.0714477629787083,77.4829159569197
6,wp,wp,-1,2.6753529170231105,63.72426137842834
7,wp,wp,-1,3.4552810127626836,50.702816382262164
8,wp,wp,-1,4.462678487403257,43.34182571174483
9,wp,wp,-1,5.763705166875068,32.517562392558936
10,wp,wp,-1,7.444209778763199,22.694603163118025
11,wp,wp,-1,9.614254566531134,16.666689693913092
12,wp,wp,-1,12.416991298325703,13.842112326270549
13,wp,wp,-1,16.03613754282894,8.108137274701296
14,wp,wp,-1,20.710355722655805,4.911146691462197
15,wp,wp,-1,26.747045170628947,0.9386850601629959
16,xi0,xi,0,5.12893551095799,2.3194476075659356
17,xi0,xi,0,7.0926598262423175,1.8013066987003818
18,xi0,xi,0,9.071987614253018,1.1228373799791354
19,xi0,xi,0,11.058870735916955,0.7365394057852537
20,xi0,xi,0,13.049734911079584,0.5101243805754755
21,xi0,xi,0,15.042904687805345,0.38096159600553475
22,xi0,xi,0,17.03780085357808,0.3029420313635069
23,xi0,xi,0,19.033667808465324,0.24508639092530507
24,xi0,xi,0,21.03037630419934,0.19868863605816112
25,xi0,xi,0,23.02766068469553,0.14679520896208753
26,xi0,xi,0,25.025364151653893,0.09333840078943223
27,xi0,xi,0,27.023466169403456,0.08086785132186357
28,xi0,xi,0,29.021712950323614,0.0778893013631462
29,xi0,xi,0,31.02022550732897,0.07861492981551725
30,xi0,xi,0,33.01895795649731,0.07702260731503137
31,xi0,xi,0,35.01782041255468,0.06707356027386296
32,xi0,xi,0,37.01678068081689,0.051328087682463525
33,xi0,xi,0,39.015897648740854,0.038303911280162126
34,xi0,xi,0,41.0150764997134,0.023976465407159673
35,xi0,xi,0,43.01435207730657,0.009754907552202744
36,xi0,xi,0,45.013717374563356,0.015782225287701956
37,xi0,xi,0,47.01306629374365,0.01550201339719728
38,xi0,xi,0,49.012464825600574,0.004113532624090364
39,xi0,xi,0,51.01196018043999,0.001403465656083001
40,xi0,xi,0,53.01147261081704,-0.00227129907059436
41,xi0,xi,0,55.01102142125616,-0.009958348745328974
42,xi0,xi,0,57.010554451772435,-0.016260263561886177
43,xi0,xi,0,59.01018095383947,-0.012555679994782559
44,xi2,xi,2,5.12893551095799,0.031465957523501856
45,xi2,xi,2,7.0926598262423175,-0.03293147649270117
46,xi2,xi,2,9.071987614253018,-0.17169500605248733
47,xi2,xi,2,11.058870735916955,-0.2185316456060564
48,xi2,xi,2,13.049734911079584,-0.16210872203975607
49,xi2,xi,2,15.042904687805345,-0.11423060084692757
50,xi2,xi,2,17.03780085357808,-0.0713712239561541
51,xi2,xi,2,19.033667808465324,-0.08448391777978545
52,xi2,xi,2,21.03037630419934,-0.11093296622037184
53,xi2,xi,2,23.02766068469553,-0.0940547757708908
54,xi2,xi,2,25.025364151653893,-0.08765874196867751
55,xi2,xi,2,27.023466169403456,-0.0857700683871508
56,xi2,xi,2,29.021712950323614,-0.06154892009374016
57,xi2,xi,2,31.02022550732897,-0.0788124001637709
58,xi2,xi,2,33.01895795649731,-0.10061761168713282
59,xi2,xi,2,35.01782041255468,-0.0993508431756455
60,xi2,xi,2,37.01678068081689,-0.10100341417100273
61,xi2,xi,2,39.015897648740854,-0.07864966477256548
62,xi2,xi,2,41.0150764997134,-0.0749625144516721
63,xi2,xi,2,43.01435207730657,-0.06516118250420978
64,xi2,xi,2,45.013717374563356,-0.060928373863519195
65,xi2,xi,2,47.01306629374365,-0.04584996974837086
66,xi2,xi,2,49.012464825600574,-0.015360710722165927
67,xi2,xi,2,51.01196018043999,0.006691778357294205
68,xi2,xi,2,53.01147261081704,-0.008322477841444872
69,xi2,xi,2,55.01102142125616,-0.032322395374447525
70,xi2,xi,2,57.010554451772435,-0.012122585013517588
71,xi2,xi,2,59.01018095383947,-0.011129501082189531
