index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,299.9081918259462
1,wp,wp,-1,0.7440818690302262,228.45704782456755
2,wp,wp,-1,0.9610170497889371,170.21010817543302
3,wp,wp,-1,1.2415081573690936,135.4833251541076
4,wp,wp,-1,1.6037983331351233,97.74204500324515
5,wp,wp,-1,2.0714477629787083,86.58798030228002
6,wp,wp,-1,2.6753529170231105,68.41162910318482
7,wp,wp,-1,3.4552810127626836,54.759043856491765
8,wp,wp,-1,4.462678487403257,47.529355030631955
9,wp,wp,-1,5.763705166875068,35.84118793107367
10,wp,wp,-1,7.444209778763199,24.30621053272214
11,wp,wp,-1,9.614254566531134,18.42213471000964
12,wp,wp,-1,12.416991298325703,14.942341423861826
13,wp,wp,-1,16.03613754282894,8.81165005191764
14,wp,wp,-1,20.710355722655805,5.000651422227511
15,wp,wp,-1,26.747045170628947,0.8509124567109438
16,xi0,xi,0,5.12893551095799,2.4014889397162738
17,xi0,xi,0,7.0926598262423175,1.8758059666711868
18,xi0,xi,0,9.071987614253018,1.218363224566141
19,xi0,xi,0,11.058870735916955,0.8324366972220721
20,xi0,xi,0,13.049734911079584,0.5875776185344385
21,xi0,xi,0,15.042904687805345,0.4419987605129288
22,xi0,xi,0,17.03780085357808,0.3484901805157416
23,xi0,xi,0,19.033667808465324,0.2800056170926493
24,xi0,xi,0,21.03037630419934,0.22669027713802142
25,xi0,xi,0,23.02766068469553,0.173267272090198
26,xi0,xi,0,25.025364151653893,0.11802486208226676
27,xi0,xi,0,27.023466169403456,0.09415210638688211
28,xi0,xi,0,29.021712950323614,0.08629996625306396
29,xi0,xi,0,31.02022550732897,0.08741749100169849
30,xi0,xi,0,33.01895795649731,0.09001228748746627
31,xi0,xi,0,35.01782041255468,0.0744825311225153
32,xi0,xi,0,37.01678068081689,0.055721266999894506
33,xi0,xi,0,39.015897648740854,0.04180967666040823
34,xi0,xi,0,41.0150764997134,0.026061006428910485
35,xi0,xi,0,43.01435207730657,0.01772749913634199
36,xi0,xi,0,45.013717374563356,0.02018878146776606
37,xi0,xi,0,47.01306629374365,0.015413144444357823
38,xi0,xi,0,49.012464825600574,0.005393944715726951
39,xi0,xi,0,51.01196018043999,0.0022670169697046215
40,xi0,xi,0,53.01147261081704,0.001720005716112884
41,xi0,xi,0,55.01102142125616,-0.009001851402500125
42,xi0,xi,0,57.010554451772435,-0.020162394604324743
43,xi0,xi,0,59.01018095383947,-0.014836562682583487
44,xi2,xi,2,5.12893551095799,0.5355842511678226
45,xi2,xi,2,7.0926598262423175,0.44384899843878434
46,xi2,xi,2,9.071987614253018,0.2222232607931373
47,xi2,xi,2,11.058870735916955,0.06981277840879821
48,xi2,xi,2,13.049734911079584,0.008332196241052393
49,xi2,xi,2,15.042904687805345,-0.005393807245592148
50,xi2,xi,2,17.03780085357808,0.01888957412601121
51,xi2,xi,2,19.033667808465324,0.012665789990101869
52,xi2,xi,2,21.03037630419934,-0.06121462592316487
53,xi2,xi,2,23.02766068469553,-0.041623165949833826
54,xi2,xi,2,25.025364151653893,-0.0570481655810193
55,xi2,xi,2,27.023466169403456,-0.08186468329845357
56,xi2,xi,2,29.021712950323614,-0.06796208494484163
57,xi2,xi,2,31.02022550732897,-0.08794985823009861
58,xi2,xi,2,33.01895795649731,-0.1085322343313793
59,xi2,xi,2,35.01782041255468,-0.1266045504442783
60,xi2,xi,2,37.01678068081689,-0.12254674356145233
61,xi2,xi,2,39.015897648740854,-0.0986634873784934
62,xi2,xi,2,41.0150764997134,-0.08744133948865893
63,xi2,xi,2,43.01435207730657,-0.06719493765773563
64,xi2,xi,2,45.013717374563356,-0.06345365629231038
65,xi2,xi,2,47.01306629374365,-0.050872530676567926
66,xi2,xi,2,49.012464825600574,-0.020600058667810988
67,xi2,xi,2,51.01196018043999,0.0014376822890618292
68,xi2,xi,2,53.01147261081704,-0.011338367956543284
69,xi2,xi,2,55.01102142125616,-0.029768345570765638
70,xi2,xi,2,57.010554451772435,-0.025123297146620743
71,xi2,xi,2,59.01018095383947,-0.02258499643400036
