index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,212.47488241748283
1,wp,wp,-1,0.7440818690302262,177.77547334727862
2,wp,wp,-1,0.9610170497889371,138.47059140036612
3,wp,wp,-1,1.2415081573690936,110.84643120364547
4,wp,wp,-1,1.6037983331351233,86.13679932825319
5,wp,wp,-1,2.0714477629787083,77.46540969099885
6,wp,wp,-1,2.6753529170231105,63.37864034856124
7,wp,wp,-1,3.4552810127626836,50.70032521702357
8,wp,wp,-1,4.462678487403257,43.290642081556214
9,wp,wp,-1,5.763705166875068,32.491760341131545
10,wp,wp,-1,7.444209778763199,22.77710757890058
11,wp,wp,-1,9.614254566531134,16.7101643685378
12,wp,wp,-1,12.416991298325703,13.854485690859818
13,wp,wp,-1,16.03613754282894,8.101250191551
14,wp,wp,-1,20.710355722655805,4.969754551036085
15,wp,wp,-1,26.747045170628947,0.9829340585974577
16,xi0,xi,0,5.12893551095799,2.2291099609284846
17,xi0,xi,0,7.0926598262423175,1.7412874308750876
18,xi0,xi,0,9.071987614253018,1.1150976948219202
19,xi0,xi,0,11.058870735916955,0.7515157915272006
20,xi0,xi,0,13.049734911079584,0.5289174290295745
21,xi0,xi,0,15.042904687805345,0.39791345017788476
22,xi0,xi,0,17.03780085357808,0.31045175814427545
23,xi0,xi,0,19.033667808465324,0.24859663914131894
24,xi0,xi,0,21.03037630419934,0.2030339592232873
25,xi0,xi,0,23.02766068469553,0.14977067312816222
26,xi0,xi,0,25.025364151653893,0.09638487243142119
27,xi0,xi,0,27.023466169403456,0.08528331866677984
28,xi0,xi,0,29.021712950323614,0.08094127783475678
29,xi0,xi,0,31.02022550732897,0.07824754999096305
30,xi0,xi,0,33.01895795649731,0.08045721994656684
31,xi0,xi,0,35.01782041255468,0.06476724208612414
32,xi0,xi,0,37.01678068081689,0.05205903190300944
33,xi0,xi,0,39.015897648740854,0.03770433635910152
34,xi0,xi,0,41.0150764997134,0.021879320446329998
35,xi0,xi,0,43.01435207730657,0.010826884953212065
36,xi0,xi,0,45.013717374563356,0.017494504199611627
37,xi0,xi,0,47.01306629374365,0.01743027807063027
38,xi0,xi,0,49.012464825600574,0.0009939549538013903
39,xi0,xi,0,51.01196018043999,0.0028198131505107558
40,xi0,xi,0,53.01147261081704,-0.00036555600509916887
41,xi0,xi,0,55.01102142125616,-0.010682466732502727
42,xi0,xi,0,57.010554451772435,-0.016168511511563413
43,xi0,xi,0,59.01018095383947,-0.015020333109496591
44,xi2,xi,2,5.12893551095799,0.119034246478846
45,xi2,xi,2,7.0926598262423175,0.09430376461393669
46,xi2,xi,2,9.071987614253018,0.00346264153222349
47,xi2,xi,2,11.058870735916955,-0.055409845318346425
48,xi2,xi,2,13.049734911079584,-0.07896899565430324
49,xi2,xi,2,15.042904687805345,-0.053638689965054054
50,xi2,xi,2,17.03780085357808,-0.031970483031481235
51,xi2,xi,2,19.033667808465324,-0.058851216495452406
52,xi2,xi,2,21.03037630419934,-0.09237859295498635
53,xi2,xi,2,23.02766068469553,-0.07729578042086081
54,xi2,xi,2,25.025364151653893,-0.07651109696067795
55,xi2,xi,2,27.023466169403456,-0.08408769399982867
56,xi2,xi,2,29.021712950323614,-0.05399984782705934
57,xi2,xi,2,31.02022550732897,-0.0730517064465532
58,xi2,xi,2,33.01895795649731,-0.10147804451666835
59,xi2,xi,2,35.01782041255468,-0.10688127445246676
60,xi2,xi,2,37.01678068081689,-0.0995152222035107
61,xi2,xi,2,39.015897648740854,-0.08098775838184892
62,xi2,xi,2,41.0150764997134,-0.08187436722448652
63,xi2,xi,2,43.01435207730657,-0.059773190260986354
64,xi2,xi,2,45.013717374563356,-0.05645285158150296
65,xi2,xi,2,47.01306629374365,-0.0476913298438911
66,xi2,xi,2,49.012464825600574,-0.019169191167225152
67,xi2,xi,2,51.01196018043999,0.007986397520127551
68,xi2,xi,2,53.01147261081704,-0.012576348799286534
69,xi2,xi,2,55.01102142125616,-0.035236213524610656
70,xi2,xi,2,57.010554451772435,-0.013500240090702734
71,xi2,xi,2,59.01018095383947,-0.01497291696021807
