index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,167.14182191203076
1,wp,wp,-1,0.7440818690302262,134.75063405233203
2,wp,wp,-1,0.9610170497889371,117.64439406873356
3,wp,wp,-1,1.2415081573690936,101.15049958927136
4,wp,wp,-1,1.6037983331351233,78.0986809707408
5,wp,wp,-1,2.0714477629787083,70.52663366856987
6,wp,wp,-1,2.6753529170231105,60.56580187642456
7,wp,wp,-1,3.4552810127626836,48.26975896765884
8,wp,wp,-1,4.462678487403257,40.97087253364149
9,wp,wp,-1,5.763705166875068,29.74338445310811
10,wp,wp,-1,7.444209778763199,21.09182397637402
11,wp,wp,-1,9.614254566531134,15.815367208017589
12,wp,wp,-1,12.416991298325703,12.866999471295381
13,wp,wp,-1,16.03613754282894,8.11292986683899
14,wp,wp,-1,20.710355722655805,4.570132488270009
15,wp,wp,-1,26.747045170628947,0.8799281933893255
16,xi0,xi,0,5.12893551095799,2.1424595651741947
17,xi0,xi,0,7.0926598262423175,1.6588550295614346
18,xi0,xi,0,9.071987614253018,1.025544574492021
19,xi0,xi,0,11.058870735916955,0.678613558699844
20,xi0,xi,0,13.049734911079584,0.4691214755849143
21,xi0,xi,0,15.042904687805345,0.34951893908908155
22,xi0,xi,0,17.03780085357808,0.2849559128096251
23,xi0,xi,0,19.033667808465324,0.22869389069532262
24,xi0,xi,0,21.03037630419934,0.18621982733688505
25,xi0,xi,0,23.02766068469553,0.13656507962383363
26,xi0,xi,0,25.025364151653893,0.08363427908241386
27,xi0,xi,0,27.023466169403456,0.07583404852873249
28,xi0,xi,0,29.021712950323614,0.07625162233505237
29,xi0,xi,0,31.02022550732897,0.07370253646217344
30,xi0,xi,0,33.01895795649731,0.06768260960886682
31,xi0,xi,0,35.01782041255468,0.06114065500236757
32,xi0,xi,0,37.01678068081689,0.047341355158868434
33,xi0,xi,0,39.015897648740854,0.03536331357283276
34,xi0,xi,0,41.0150764997134,0.019279415565071616
35,xi0,xi,0,43.01435207730657,0.009884328996014827
36,xi0,xi,0,45.013717374563356,0.017527254114859225
37,xi0,xi,0,47.01306629374365,0.012911911709384126
38,xi0,xi,0,49.012464825600574,0.004516650126020463
39,xi0,xi,0,51.01196018043999,0.0062683665736107605
40,xi0,xi,0,53.01147261081704,0.00251795658328695
41,xi0,xi,0,55.01102142125616,-0.007862715324548802
42,xi0,xi,0,57.010554451772435,-0.0146367375083676
43,xi0,xi,0,59.01018095383947,-0.014909764640835892
44,xi2,xi,2,5.12893551095799,-0.1658430657404956
45,xi2,xi,2,7.0926598262423175,-0.15092188663545142
46,xi2,xi,2,9.071987614253018,-0.21399977505282608
47,xi2,xi,2,11.058870735916955,-0.22248401131474094
48,xi2,xi,2,13.049734911079584,-0.15295627283742835
49,xi2,xi,2,15.042904687805345,-0.12353997280732057
50,xi2,xi,2,17.03780085357808,-0.10512433475087198
51,xi2,xi,2,19.033667808465324,-0.09256865862522022
52,xi2,xi,2,21.03037630419934,-0.09855746012560088
53,xi2,xi,2,23.02766068469553,-0.08441778369554369
54,xi2,xi,2,25.025364151653893,-0.08244937536090494
55,xi2,xi,2,27.023466169403456,-0.08833549628984902
56,xi2,xi,2,29.021712950323614,-0.06599747221964286
57,xi2,xi,2,31.02022550732897,-0.08208675850657371
58,xi2,xi,2,33.01895795649731,-0.09745450159346127
59,xi2,xi,2,35.01782041255468,-0.09966224286600281
60,xi2,xi,2,37.01678068081689,-0.10239108143854635
61,xi2,xi,2,39.015897648740854,-0.07855222799635347
62,xi2,xi,2,41.0150764997134,-0.07172193299282163
63,xi2,xi,2,43.01435207730657,-0.06146422425028378
64,xi2,xi,2,45.013717374563356,-0.056891729702460286
65,xi2,xi,2,47.01306629374365,-0.04578478866582285
66,xi2,xi,2,49.012464825600574,-0.013909312366412834
67,xi2,xi,2,51.01196018043999,0.010232788496761314
68,xi2,xi,2,53.01147261081704,-0.011702646680634808
69,xi2,xi,2,55.01102142125616,-0.029794019257586804
70,xi2,xi,2,57.010554451772435,-0.007354413830544058
71,xi2,xi,2,59.01018095383947,-0.003396558863259637
