index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,168.67730686624034
1,wp,wp,-1,0.7440818690302262,135.59134768773774
2,wp,wp,-1,0.9610170497889371,116.5407563027436
3,wp,wp,-1,1.2415081573690936,100.52775789295855
4,wp,wp,-1,1.6037983331351233,78.46577351279934
5,wp,wp,-1,2.0714477629787083,70.1667526991427
6,wp,wp,-1,2.6753529170231105,60.29139423894473
7,wp,wp,-1,3.4552810127626836,48.309959009662144
8,wp,wp,-1,4.462678487403257,40.95271916026324
9,wp,wp,-1,5.763705166875068,29.884565654332143
10,wp,wp,-1,7.444209778763199,21.238174358001366
11,wp,wp,-1,9.614254566531134,15.884354997360637
12,wp,wp,-1,12.416991298325703,12.854626106706078
13,wp,wp,-1,16.03613754282894,8.12596969830047
14,wp,wp,-1,20.710355722655805,4.642629729613885
15,wp,wp,-1,26.747045170628947,0.9249025852407655
16,xi0,xi,0,5.12893551095799,2.021702098750663
17,xi0,xi,0,7.0926598262423175,1.5882823318066612
18,xi0,xi,0,9.071987614253018,1.0186589825207615
19,xi0,xi,0,11.058870735916955,0.6938491466243347
20,xi0,xi,0,13.049734911079584,0.49261458511757367
21,xi0,xi,0,15.042904687805345,0.3655169290932583
22,xi0,xi,0,17.03780085357808,0.28868404624951594
23,xi0,xi,0,19.033667808465324,0.23407500573088233
24,xi0,xi,0,21.03037630419934,0.1904077464654754
25,xi0,xi,0,23.02766068469553,0.14063622380283047
26,xi0,xi,0,25.025364151653893,0.09024353527016704
27,xi0,xi,0,27.023466169403456,0.08050192409741164
28,xi0,xi,0,29.021712950323614,0.0767220554917123
29,xi0,xi,0,31.02022550732897,0.07400400762437762
30,xi0,xi,0,33.01895795649731,0.07245995296346365
31,xi0,xi,0,35.01782041255468,0.05904551292557502
32,xi0,xi,0,37.01678068081689,0.047795561576484125
33,xi0,xi,0,39.015897648740854,0.034790584447487394
34,xi0,xi,0,41.0150764997134,0.019329907600514708
35,xi0,xi,0,43.01435207730657,0.009591527228390465
36,xi0,xi,0,45.013717374563356,0.02026214096010678
37,xi0,xi,0,47.01306629374365,0.013745875507873881
38,xi0,xi,0,49.012464825600574,0.003320682280800768
39,xi0,xi,0,51.01196018043999,0.006152483441139553
40,xi0,xi,0,53.01147261081704,0.003628284564652509
41,xi0,xi,0,55.01102142125616,-0.00858437543986197
42,xi0,xi,0,57.010554451772435,-0.015084284663386762
43,xi0,xi,0,59.01018095383947,-0.015301709732053383
44,xi2,xi,2,5.12893551095799,-0.039398225832078235
45,xi2,xi,2,7.0926598262423175,0.02655542715866155
46,xi2,xi,2,9.071987614253018,-0.0002496755412457058
47,xi2,xi,2,11.058870735916955,-0.04919057520764798
48,xi2,xi,2,13.049734911079584,-0.06023486606688794
49,xi2,xi,2,15.042904687805345,-0.0729846573793111
50,xi2,xi,2,17.03780085357808,-0.06536922603887528
51,xi2,xi,2,19.033667808465324,-0.06310942009297228
52,xi2,xi,2,21.03037630419934,-0.08571105193427928
53,xi2,xi,2,23.02766068469553,-0.06249295795849585
54,xi2,xi,2,25.025364151653893,-0.0617009369559048
55,xi2,xi,2,27.023466169403456,-0.08922571563908624
56,xi2,xi,2,29.021712950323614,-0.06048664683255482
57,xi2,xi,2,31.02022550732897,-0.076014908665364
58,xi2,xi,2,33.01895795649731,-0.09742176061468227
59,xi2,xi,2,35.01782041255468,-0.11088174433637686
60,xi2,xi,2,37.01678068081689,-0.09976292606713948
61,xi2,xi,2,39.015897648740854,-0.08042908893435616
62,xi2,xi,2,41.0150764997134,-0.0746294858824698
63,xi2,xi,2,43.01435207730657,-0.059989596182468394
64,xi2,xi,2,45.013717374563356,-0.04706246298686359
65,xi2,xi,2,47.01306629374365,-0.04852563653031435
66,xi2,xi,2,49.012464825600574,-0.018911392921381415
67,xi2,xi,2,51.01196018043999,0.005952525011129656
68,xi2,xi,2,53.01147261081704,-0.017538053079071334
69,xi2,xi,2,55.01102142125616,-0.030042740148876694
70,xi2,xi,2,57.010554451772435,-0.011571961708096528
71,xi2,xi,2,59.01018095383947,-0.004006380757009139
