index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,212.47488241748283
1,wp,wp,-1,0.7440818690302262,177.77547334727862
2,wp,wp,-1,0.9610170497889371,138.4864714250524
3,wp,wp,-1,1.2415081573690936,111.15780205180185
4,wp,wp,-1,1.6037983331351233,85.94447657592549
5,wp,wp,-1,2.0714477629787083,77.47941470373553
6,wp,wp,-1,2.6753529170231105,63.65513717245491
7,wp,wp,-1,3.4552810127626836,50.702816382262164
8,wp,wp,-1,4.462678487403257,43.339594179230026
9,wp,wp,-1,5.763705166875068,32.47375617112212
10,wp,wp,-1,7.444209778763199,22.713526814680634
11,wp,wp,-1,9.614254566531134,16.687953157819113
12,wp,wp,-1,12.416991298325703,13.83861889604108
13,wp,wp,-1,16.03613754282894,8.10437418970981
14,wp,wp,-1,20.710355722655805,4.95361300748337
15,wp,wp,-1,26.747045170628947,0.9582706824208742
16,xi0,xi,0,5.12893551095799,2.286262349617484
17,xi0,xi,0,7.0926598262423175,1.7818425128654316
18,xi0,xi,0,9.071987614253018,1.1277400077730042
19,xi0,xi,0,11.058870735916955,0.7421662225894335
20,xi0,xi,0,13.049734911079584,0.5214794649189587
21,xi0,xi,0,15.042904687805345,0.3919645280101653
22,xi0,xi,0,17.03780085357808,0.30715412063873504
23,xi0,xi,0,19.033667808465324,0.24450590479406314
24,xi0,xi,0,21.03037630419934,0.2032434593202566
25,xi0,xi,0,23.02766068469553,0.14718691288349564
26,xi0,xi,0,25.025364151653893,0.09438114283032863
27,xi0,xi,0,27.023466169403456,0.08396945549794761
28,xi0,xi,0,29.021712950323614,0.07849140274781753
29,xi0,xi,0,31.02022550732897,0.07775276887487427
30,xi0,xi,0,33.01895795649731,0.07993065612111039
31,xi0,xi,0,35.01782041255468,0.06509577673339778
32,xi0,xi,0,37.01678068081689,0.051578240614195
33,xi0,xi,0,39.015897648740854,0.0381966811792753
34,xi0,xi,0,41.0150764997134,0.02218570504102372
35,xi0,xi,0,43.01435207730657,0.009859596860580612
36,xi0,xi,0,45.013717374563356,0.017597466528801578
37,xi0,xi,0,47.01306629374365,0.016627881113365592
38,xi0,xi,0,49.012464825600574,0.0024513041404464336
39,xi0,xi,0,51.01196018043999,0.0022085566904081083
40,xi0,xi,0,53.01147261081704,-0.0015006943946234354
41,xi0,xi,0,55.01102142125616,-0.01082327570512031
42,xi0,xi,0,57.010554451772435,-0.015080633208511288
43,xi0,xi,0,59.01018095383947,-0.01401661611831657
44,xi2,xi,2,5.12893551095799,0.1707665045597592
45,xi2,xi,2,7.0926598262423175,0.06423705346858828
46,xi2,xi,2,9.071987614253018,-0.08262866934637385
47,xi2,xi,2,11.058870735916955,-0.12634352347784725
48,xi2,xi,2,13.049734911079584,-0.10833476408996393
49,xi2,xi,2,15.042904687805345,-0.08235655786999305
50,xi2,xi,2,17.03780085357808,-0.05216225389448931
51,xi2,xi,2,19.033667808465324,-0.08019427411135713
52,xi2,xi,2,21.03037630419934,-0.10376165205316526
53,xi2,xi,2,23.02766068469553,-0.08318398624723947
54,xi2,xi,2,25.025364151653893,-0.08242846715057307
55,xi2,xi,2,27.023466169403456,-0.08656997070672173
56,xi2,xi,2,29.021712950323614,-0.05847917962755313
57,xi2,xi,2,31.02022550732897,-0.07966210221135436
58,xi2,xi,2,33.01895795649731,-0.09717034004638582
59,xi2,xi,2,35.01782041255468,-0.10400748119687422
60,xi2,xi,2,37.01678068081689,-0.10224875975647303
61,xi2,xi,2,39.015897648740854,-0.0792649084906277
62,xi2,xi,2,41.0150764997134,-0.07965528085953597
63,xi2,xi,2,43.01435207730657,-0.06403509449135066
64,xi2,xi,2,45.013717374563356,-0.054269225191316814
65,xi2,xi,2,47.01306629374365,-0.05092630361379443
66,xi2,xi,2,49.012464825600574,-0.013841761547925047
67,xi2,xi,2,51.01196018043999,0.007981314237533477
68,xi2,xi,2,53.01147261081704,-0.013022401718707315
69,xi2,xi,2,55.01102142125616,-0.03379388501546387
70,xi2,xi,2,57.010554451772435,-0.010911419897938254
71,xi2,xi,2,59.01018095383947,-0.014043447550591021
