# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 762040
# D1D2.size2 = 762040
# D1R2.size1 = 762040
# D1R2.size2 = 20490063
# R1D2.size1 = 20490063
# R1D2.size2 = 762040
# R1R2.size1 = 20490063
# R1R2.size2 = 20490063
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.209992490685e+00 5.403644180253e+00 2.385270574663e+00  2.796822640285e+00
5.000000000000e+00 5.128881948383e+00 2.829572556438e+00 6.734127480031e-01  1.189050865359e+00
7.000000000000e+00 7.092616845249e+00 1.679693187470e+00 5.607001108023e-02  5.283231826041e-01
9.000000000000e+00 9.071966744646e+00 1.095389565788e+00 -1.349232429636e-01 2.564041130871e-01
1.100000000000e+01 1.105884348007e+01 7.622360566885e-01 -1.968098645928e-01 1.435059606453e-01
1.300000000000e+01 1.304970384171e+01 5.576643122534e-01 -1.892761217786e-01 7.403842366544e-02
1.500000000000e+01 1.504286963239e+01 4.235740035568e-01 -1.837616548481e-01 6.037057506680e-02
1.700000000000e+01 1.703777337124e+01 3.288656005865e-01 -1.573088249866e-01 3.950130708813e-02
1.900000000000e+01 1.903364578954e+01 2.658733143179e-01 -1.409540688422e-01 2.276647223959e-02
2.100000000000e+01 2.103034884114e+01 2.118382110792e-01 -1.260024350839e-01 2.217284497042e-02
2.300000000000e+01 2.302762798372e+01 1.743817786821e-01 -1.063396276220e-01 9.776420286961e-03
2.500000000000e+01 2.502533298786e+01 1.422462754384e-01 -9.556427702133e-02 1.399549908258e-02
2.700000000000e+01 2.702343862833e+01 1.208322093347e-01 -8.326277145297e-02 7.133281756952e-03
2.900000000000e+01 2.902168525993e+01 1.001254124044e-01 -7.745919626318e-02 9.218296856209e-03
3.100000000000e+01 3.102019422316e+01 8.553958994010e-02 -6.969840276651e-02 1.183865363260e-02
3.300000000000e+01 3.301893093616e+01 7.355521027391e-02 -6.773852140036e-02 6.515282821719e-03
3.500000000000e+01 3.501779107243e+01 6.149655239518e-02 -6.182078801323e-02 8.270127147839e-03
3.700000000000e+01 3.701675473158e+01 5.365958029437e-02 -5.286193751949e-02 -1.093223536078e-03
3.900000000000e+01 3.901586929273e+01 4.694123679342e-02 -5.165499690918e-02 8.088735201075e-03
4.100000000000e+01 4.101504906076e+01 3.834582244682e-02 -5.149170151526e-02 5.353510875463e-03
4.300000000000e+01 4.301432560676e+01 3.346374090282e-02 -4.575198776279e-02 5.374143771463e-03
4.500000000000e+01 4.501368526782e+01 2.926415049729e-02 -4.440688120693e-02 2.956593642184e-03
4.700000000000e+01 4.701304127533e+01 2.525030268269e-02 -3.716382653350e-02 2.032491881047e-03
4.900000000000e+01 4.901243594132e+01 2.199186311714e-02 -3.411243059019e-02 -1.416591546347e-04
5.100000000000e+01 5.101193396849e+01 1.959290618977e-02 -3.089822702745e-02 5.933890042079e-04
5.300000000000e+01 5.301144441419e+01 1.714787301699e-02 -2.960963585090e-02 1.772388920826e-04
5.500000000000e+01 5.501099446192e+01 1.616390929240e-02 -2.653369903093e-02 -1.406432293902e-04
5.700000000000e+01 5.701053039727e+01 1.440111256630e-02 -2.533285138587e-02 -1.299473602162e-03
5.900000000000e+01 5.901015655882e+01 1.276608430005e-02 -2.093864636986e-02 1.280248093991e-03
