rp_Mpch,wp
3.454292304515630962e-01,2.398466880002892765e+02
4.461616955617208058e-01,2.017743320880516080e+02
5.761348255412702679e-01,1.490610410854860106e+02
7.440757241817437251e-01,1.203635027384899843e+02
9.610110072100194190e-01,1.141102812838983311e+02
1.241494068220067692e+00,1.024585995330875363e+02
1.603799055910329674e+00,9.084317985514530847e+01
2.071443720690513413e+00,7.363718100079168494e+01
2.675348790680560196e+00,6.332529952795749750e+01
3.455268354290215171e+00,5.109893979552479237e+01
4.462665522715922428e+00,4.226851471496050294e+01
5.763684577462075964e+00,3.462763234944621615e+01
7.444169932249558919e+00,2.759785666574540741e+01
9.614184591943685021e+00,2.161587645274958192e+01
1.241689749379094287e+01,1.646023701958750962e+01
1.603597538761842145e+01,1.237847113252276898e+01
2.071009835818282951e+01,8.708395475779994399e+00
2.674662550818680984e+01,5.870462749997948038e+00
