# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 762040
# D1D2.size2 = 762040
# D1R2.size1 = 762040
# D1R2.size2 = 20490063
# R1D2.size1 = 20490063
# R1D2.size2 = 762040
# R1R2.size1 = 20490063
# R1R2.size2 = 20490063
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454292304516e-01 2.398466880003e+02
4.439475303322e-01 4.461616955617e-01 2.017743320881e+02
5.733802840848e-01 5.761348255413e-01 1.490610410855e+02
7.405491138359e-01 7.440757241817e-01 1.203635027385e+02
9.564559599018e-01 9.610110072100e-01 1.141102812839e+02
1.235310374613e+00 1.241494068220e+00 1.024585995331e+02
1.595464700520e+00 1.603799055910e+00 9.084317985515e+01
2.060621899500e+00 2.071443720691e+00 7.363718100079e+01
2.661395524022e+00 2.675348790681e+00 6.332529952796e+01
3.437324497522e+00 3.455268354290e+00 5.109893979552e+01
4.439475303322e+00 4.462665522716e+00 4.226851471496e+01
5.733802840848e+00 5.763684577462e+00 3.462763234945e+01
7.405491138359e+00 7.444169932250e+00 2.759785666575e+01
9.564559599018e+00 9.614184591944e+00 2.161587645275e+01
1.235310374613e+01 1.241689749379e+01 1.646023701959e+01
1.595464700520e+01 1.603597538762e+01 1.237847113252e+01
2.060621899500e+01 2.071009835818e+01 8.708395475780e+00
2.661395524022e+01 2.674662550819e+01 5.870462749998e+00
