rp_Mpch,wp
3.454351027697415422e-01,2.416172476589339908e+02
4.461656794827167372e-01,2.032413532908615252e+02
5.761374662934211077e-01,1.496806581542970207e+02
7.440850970483667837e-01,1.210380944321016443e+02
9.610213935924638573e-01,1.146233942468812899e+02
1.241508965319394919e+00,1.028447999230944561e+02
1.603799247296478159e+00,9.094367283811970992e+01
2.071449473116880657e+00,7.372234647179179490e+01
2.675351974036145108e+00,6.338378532609119986e+01
3.455286808521746078e+00,5.108129223543099329e+01
4.462681394514981470e+00,4.216682238350763612e+01
5.763710178050978961e+00,3.459486236234594259e+01
7.444213304509420759e+00,2.760117540933952540e+01
9.614262939469776725e+00,2.165275094514334597e+01
1.241700073877482602e+01,1.647784518147782507e+01
1.603614782570107877e+01,1.239718619981742265e+01
2.071037499045230845e+01,8.712417840641947464e+00
2.674707477684845358e+01,5.882285033354584414e+00
