# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 767340
# D1D2.size2 = 767340
# D1R2.size1 = 767340
# D1R2.size2 = 20573265
# R1D2.size1 = 20573265
# R1D2.size2 = 767340
# R1R2.size1 = 20573265
# R1R2.size2 = 20573265
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454351027697e-01 2.416172476589e+02
4.439475303322e-01 4.461656794827e-01 2.032413532909e+02
5.733802840848e-01 5.761374662934e-01 1.496806581543e+02
7.405491138359e-01 7.440850970484e-01 1.210380944321e+02
9.564559599018e-01 9.610213935925e-01 1.146233942469e+02
1.235310374613e+00 1.241508965319e+00 1.028447999231e+02
1.595464700520e+00 1.603799247296e+00 9.094367283812e+01
2.060621899500e+00 2.071449473117e+00 7.372234647179e+01
2.661395524022e+00 2.675351974036e+00 6.338378532609e+01
3.437324497522e+00 3.455286808522e+00 5.108129223543e+01
4.439475303322e+00 4.462681394515e+00 4.216682238351e+01
5.733802840848e+00 5.763710178051e+00 3.459486236235e+01
7.405491138359e+00 7.444213304509e+00 2.760117540934e+01
9.564559599018e+00 9.614262939470e+00 2.165275094514e+01
1.235310374613e+01 1.241700073877e+01 1.647784518148e+01
1.595464700520e+01 1.603614782570e+01 1.239718619982e+01
2.060621899500e+01 2.071037499045e+01 8.712417840642e+00
2.661395524022e+01 2.674707477685e+01 5.882285033355e+00
