s_Mpch,xi0,xi2,xi4
3.210037946649482166e+00,5.407870689523601726e+00,2.403236877714499897e+00,2.806589415230809514e+00
5.128941009916275995e+00,2.831577596083303394e+00,6.848509724667775078e-01,1.194159189685877864e+00
7.092663695561949311e+00,1.679393569551689724e+00,6.239412051057961067e-02,5.252022882248285063e-01
9.071989514121158393e+00,1.095068124256179054e+00,-1.301268265890734577e-01,2.563446258150776091e-01
1.105887553680820190e+01,7.621581518814909417e-01,-1.937750761534332566e-01,1.436612882056252372e-01
1.304973757506262366e+01,5.582997198399215488e-01,-1.876025580634187451e-01,7.583176834071661543e-02
1.504290892648445244e+01,4.234992038483630372e-01,-1.828814877356325086e-01,5.981818175283883793e-02
1.703780871333727376e+01,3.294636691886922431e-01,-1.579152224141809058e-01,3.953790003563062427e-02
1.903366962017841857e+01,2.657325549741130777e-01,-1.405030669773056629e-01,2.200391971256031309e-02
2.103037855509931120e+01,2.118439308419479139e-01,-1.254506601356092099e-01,2.137246093020907234e-02
2.302766640299119416e+01,1.741973827418200060e-01,-1.064792211586218229e-01,9.107436416617228567e-03
2.502536529245073282e+01,1.422680422804180611e-01,-9.524053377416549782e-02,1.364724750849322446e-02
2.702346895979876251e+01,1.205308773296450975e-01,-8.334858213686435757e-02,7.195387172998753481e-03
2.902171748946677710e+01,9.944032008440518988e-02,-7.724681520407435109e-02,8.169798278543145831e-03
3.102022769604311847e+01,8.536499942537523200e-02,-6.914127176998630109e-02,1.128055759783015526e-02
3.301896168271945697e+01,7.295488163630108047e-02,-6.729040192722929303e-02,6.219147319428638444e-03
3.501782260673257241e+01,6.128285597948912589e-02,-6.178226191560536040e-02,8.501994022840747220e-03
3.701677994484548861e+01,5.340170425681720762e-02,-5.297693305804866692e-02,-7.148906718198681093e-04
3.901589937113866569e+01,4.659908183003268894e-02,-5.189667179528560659e-02,7.824225383954469537e-03
4.101507813272764480e+01,3.805680814230907871e-02,-5.140388999412026649e-02,4.586016190873454246e-03
4.301435409047329728e+01,3.324079001315416448e-02,-4.550397785808868445e-02,4.491071206793880756e-03
4.501371876994678445e+01,2.913074148704036456e-02,-4.374265636131789703e-02,2.709454422607432585e-03
4.701306599225424065e+01,2.504861833835930057e-02,-3.693866392977915303e-02,1.491256671503598651e-03
4.901246639391526116e+01,2.222275447016525823e-02,-3.380285318433164099e-02,-4.900790871648437377e-04
5.101196250647238628e+01,1.964721087629903856e-02,-3.034970993470979123e-02,3.563721785545844031e-04
5.301147379325136200e+01,1.712757364774979835e-02,-2.942439422022137888e-02,4.181732236492653764e-04
5.501102316895411093e+01,1.612723859035662330e-02,-2.620963345442543085e-02,-1.055313697521923682e-04
5.701055561051522602e+01,1.453252071786846275e-02,-2.519605561927390838e-02,-1.005695717752004125e-03
5.901018244738759932e+01,1.284926432209759946e-02,-2.087563440185605246e-02,1.452151192919443057e-03
