# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 764855
# D1D2.size2 = 764855
# D1R2.size1 = 764855
# D1R2.size2 = 20513988
# R1D2.size1 = 20513988
# R1D2.size2 = 764855
# R1R2.size1 = 20513988
# R1R2.size2 = 20513988
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454368158796e-01 2.411933135778e+02
4.439475303322e-01 4.461677199457e-01 2.025972429224e+02
5.733802840848e-01 5.761345269478e-01 1.491928435899e+02
7.405491138359e-01 7.440857410230e-01 1.205063380847e+02
9.564559599018e-01 9.610210197414e-01 1.143268742043e+02
1.235310374613e+00 1.241509460743e+00 1.026622041770e+02
1.595464700520e+00 1.603797446956e+00 9.087728508184e+01
2.060621899500e+00 2.071448372544e+00 7.363140696333e+01
2.661395524022e+00 2.675353455893e+00 6.330423129105e+01
3.437324497522e+00 3.455284489497e+00 5.111924860730e+01
4.439475303322e+00 4.462676370711e+00 4.216519999844e+01
5.733802840848e+00 5.763704258777e+00 3.460954395038e+01
7.405491138359e+00 7.444208493964e+00 2.757975034364e+01
9.564559599018e+00 9.614252087733e+00 2.166968157648e+01
1.235310374613e+01 1.241698151013e+01 1.646202551555e+01
1.595464700520e+01 1.603612467752e+01 1.240034447746e+01
2.060621899500e+01 2.071033973396e+01 8.707751759021e+00
2.661395524022e+01 2.674702085623e+01 5.879449186843e+00
