rp_Mpch,wp
3.454371003216328839e-01,2.424702152850510402e+02
4.461682244442252698e-01,2.028878138987662112e+02
5.761382698467357732e-01,1.503691723645484899e+02
7.440850645949732556e-01,1.210638651024739829e+02
9.610201494418639800e-01,1.139505760890694006e+02
1.241507794874230575e+00,1.027806863670198538e+02
1.603797159488375534e+00,9.082466142873462900e+01
2.071448754379762835e+00,7.366467584137217273e+01
2.675351619417437821e+00,6.333782750880286017e+01
3.455278128840970631e+00,5.106515545696413483e+01
4.462679104983341638e+00,4.215905197137711014e+01
5.763704670820808396e+00,3.460997698451641469e+01
7.444212075801466710e+00,2.763849145425110265e+01
9.614258534931115818e+00,2.164958301999718771e+01
1.241699260829602025e+01,1.648103371324085487e+01
1.603613837924369534e+01,1.240789400543550691e+01
2.071036086065201687e+01,8.719711842064388208e+00
2.674702318534469470e+01,5.879774025965754269e+00
