# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 765853
# D1D2.size2 = 765853
# D1R2.size1 = 765853
# D1R2.size2 = 20512711
# R1D2.size1 = 20512711
# R1D2.size2 = 765853
# R1R2.size1 = 20512711
# R1R2.size2 = 20512711
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210032455348e+00 5.405122088661e+00 2.393514508721e+00  2.817039912368e+00
5.000000000000e+00 5.128935579147e+00 2.830869947962e+00 6.895059537920e-01  1.197346035385e+00
7.000000000000e+00 7.092664424755e+00 1.678527129295e+00 6.130865784549e-02  5.262934858629e-01
9.000000000000e+00 9.071985462385e+00 1.096391742925e+00 -1.309881747763e-01 2.539947662921e-01
1.100000000000e+01 1.105886437808e+01 7.619727315137e-01 -1.948189860201e-01 1.413624962831e-01
1.300000000000e+01 1.304972887229e+01 5.579479523848e-01 -1.880671080933e-01 7.459928661237e-02
1.500000000000e+01 1.504290612462e+01 4.232955192490e-01 -1.831894627741e-01 6.011429145404e-02
1.700000000000e+01 1.703780520814e+01 3.294098918227e-01 -1.576341261304e-01 3.921705930109e-02
1.900000000000e+01 1.903366772136e+01 2.656362728968e-01 -1.406058079774e-01 2.102654989189e-02
2.100000000000e+01 2.103038044000e+01 2.122538762128e-01 -1.257451132558e-01 2.083135182949e-02
2.300000000000e+01 2.302766206939e+01 1.744353156234e-01 -1.063039049253e-01 8.444769633894e-03
2.500000000000e+01 2.502536441711e+01 1.425692028483e-01 -9.455076742448e-02 1.317296465433e-02
2.700000000000e+01 2.702346504510e+01 1.208408509797e-01 -8.329665373485e-02 6.805363602793e-03
2.900000000000e+01 2.902171164545e+01 9.991512946007e-02 -7.692404051387e-02 8.186197356339e-03
3.100000000000e+01 3.102022492812e+01 8.567337309025e-02 -6.954469373976e-02 1.114181339161e-02
3.300000000000e+01 3.301895683298e+01 7.334470058652e-02 -6.734226679167e-02 6.185906191957e-03
3.500000000000e+01 3.501781722991e+01 6.135517382677e-02 -6.136833757505e-02 8.288932600644e-03
3.700000000000e+01 3.701677704842e+01 5.350072232506e-02 -5.320540821908e-02 -7.893901270764e-04
3.900000000000e+01 3.901589543807e+01 4.669119334746e-02 -5.190807931788e-02 7.723971879419e-03
4.100000000000e+01 4.101507325879e+01 3.820316370438e-02 -5.137557007524e-02 4.753904336499e-03
4.300000000000e+01 4.301434795367e+01 3.335599463476e-02 -4.565917349405e-02 4.706434675197e-03
4.500000000000e+01 4.501371246860e+01 2.919395935633e-02 -4.370654815314e-02 2.690531522212e-03
4.700000000000e+01 4.701306453117e+01 2.510000141567e-02 -3.697385787406e-02 1.367531523078e-03
4.900000000000e+01 4.901246107143e+01 2.230595378479e-02 -3.389800718775e-02 -1.709606947275e-04
5.100000000000e+01 5.101195423244e+01 1.968376766109e-02 -3.041293276808e-02 3.359580769231e-04
5.300000000000e+01 5.301146744569e+01 1.719058392811e-02 -2.969862920485e-02 1.029155488551e-04
5.500000000000e+01 5.501101789818e+01 1.613875731436e-02 -2.645385517064e-02 -1.716322879606e-04
5.700000000000e+01 5.701054900593e+01 1.450761297545e-02 -2.533238313115e-02 -1.020510078323e-03
5.900000000000e+01 5.901017518357e+01 1.286248197211e-02 -2.110897416134e-02 1.340647506419e-03
