# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763013
# D1D2.size2 = 763013
# D1R2.size1 = 763013
# D1R2.size2 = 20466508
# R1D2.size1 = 20466508
# R1D2.size2 = 763013
# R1R2.size1 = 20466508
# R1R2.size2 = 20466508
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454344833010e-01 2.420110448188e+02
4.439475303322e-01 4.461707933770e-01 2.034723244020e+02
5.733802840848e-01 5.761389612662e-01 1.493426228295e+02
7.405491138359e-01 7.440854998555e-01 1.212572299044e+02
9.564559599018e-01 9.610175085025e-01 1.142966086792e+02
1.235310374613e+00 1.241510616257e+00 1.026821881245e+02
1.595464700520e+00 1.603795608676e+00 9.117362751012e+01
2.060621899500e+00 2.071446006214e+00 7.377555990987e+01
2.661395524022e+00 2.675354243130e+00 6.327754260240e+01
3.437324497522e+00 3.455281212740e+00 5.113612634089e+01
4.439475303322e+00 4.462680304249e+00 4.214955527521e+01
5.733802840848e+00 5.763704471608e+00 3.462371876187e+01
7.405491138359e+00 7.444210389388e+00 2.757910003259e+01
9.564559599018e+00 9.614251889466e+00 2.165610450704e+01
1.235310374613e+01 1.241698417851e+01 1.647293008738e+01
1.595464700520e+01 1.603613144788e+01 1.237834368206e+01
2.060621899500e+01 2.071034588937e+01 8.684239882153e+00
2.661395524022e+01 2.674701189049e+01 5.855459640543e+00
