rp_Mpch,wp
3.454344833010372096e-01,2.420110448188364956e+02
4.461707933769728518e-01,2.034723244020025845e+02
5.761389612662207727e-01,1.493426228294718214e+02
7.440854998555244126e-01,1.212572299043580557e+02
9.610175085024768027e-01,1.142966086792469866e+02
1.241510616257383015e+00,1.026821881245327575e+02
1.603795608675710138e+00,9.117362751012241517e+01
2.071446006214467062e+00,7.377555990986542156e+01
2.675354243129957066e+00,6.327754260239905904e+01
3.455281212739506280e+00,5.113612634088684672e+01
4.462680304248747731e+00,4.214955527521134826e+01
5.763704471608093627e+00,3.462371876187428654e+01
7.444210389387769133e+00,2.757910003259120657e+01
9.614251889465784018e+00,2.165610450704183165e+01
1.241698417851231895e+01,1.647293008737698017e+01
1.603613144787965794e+01,1.237834368206077329e+01
2.071034588936522880e+01,8.684239882152770207e+00
2.674701189049099526e+01,5.855459640543442923e+00
