# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 762398
# D1D2.size2 = 762398
# D1R2.size1 = 762398
# D1R2.size2 = 20514340
# R1D2.size1 = 20514340
# R1D2.size2 = 762398
# R1R2.size1 = 20514340
# R1R2.size2 = 20514340
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454294590860e-01 2.386975343434e+02
4.439475303322e-01 4.461647055427e-01 2.017989320988e+02
5.733802840848e-01 5.761383016555e-01 1.492081269674e+02
7.405491138359e-01 7.440749027582e-01 1.203314268074e+02
9.564559599018e-01 9.610119959495e-01 1.141908492309e+02
1.235310374613e+00 1.241507853722e+00 1.025040614282e+02
1.595464700520e+00 1.603794433817e+00 9.069060856171e+01
2.060621899500e+00 2.071445487959e+00 7.379178114560e+01
2.661395524022e+00 2.675350089729e+00 6.335877650023e+01
3.437324497522e+00 3.455272933718e+00 5.112966045347e+01
4.439475303322e+00 4.462660618701e+00 4.214181321577e+01
5.733802840848e+00 5.763679389447e+00 3.463966669742e+01
7.405491138359e+00 7.444169619917e+00 2.769515841984e+01
9.564559599018e+00 9.614185323449e+00 2.168646959968e+01
1.235310374613e+01 1.241689059887e+01 1.648603504343e+01
1.595464700520e+01 1.603597011847e+01 1.245641717177e+01
2.060621899500e+01 2.071009522320e+01 8.722794341282e+00
2.661395524022e+01 2.674661697792e+01 5.906855655099e+00
