rp_Mpch,wp
3.454294590859575131e-01,2.386975343433956027e+02
4.461647055426806729e-01,2.017989320987687165e+02
5.761383016554720848e-01,1.492081269673619488e+02
7.440749027581514685e-01,1.203314268074406641e+02
9.610119959495152520e-01,1.141908492309353562e+02
1.241507853721877996e+00,1.025040614282021920e+02
1.603794433816813747e+00,9.069060856171320495e+01
2.071445487958645248e+00,7.379178114560011181e+01
2.675350089728526282e+00,6.335877650023191876e+01
3.455272933717841610e+00,5.112966045346725252e+01
4.462660618701042026e+00,4.214181321576865002e+01
5.763679389446748402e+00,3.463966669742375615e+01
7.444169619917449410e+00,2.769515841983553983e+01
9.614185323448708687e+00,2.168646959968199539e+01
1.241689059886692270e+01,1.648603504343475734e+01
1.603597011846540710e+01,1.245641717177112184e+01
2.071009522320225926e+01,8.722794341282073205e+00
2.674661697792467763e+01,5.906855655099450431e+00
