s_Mpch,xi0,xi2,xi4
3.209990579810433786e+00,5.399386803886313757e+00,2.382999961233379427e+00,2.800502275916347372e+00
5.128905179884892362e+00,2.829275794604630967e+00,6.874885663804652935e-01,1.187341595560130969e+00
7.092598436831573316e+00,1.678637598373517115e+00,6.090905580572639894e-02,5.272750876918483875e-01
9.071943844954521552e+00,1.096809153388029312e+00,-1.312500991227104064e-01,2.531130265671739377e-01
1.105883126107651471e+01,7.625987592633290957e-01,-1.940670265252320836e-01,1.418353595860487593e-01
1.304971357357124973e+01,5.590703513840564742e-01,-1.881569037211726914e-01,7.370784267103205889e-02
1.504286900712433273e+01,4.238112766779050800e-01,-1.837141307101521626e-01,5.951165642669131728e-02
1.703776864264945345e+01,3.293855877821167399e-01,-1.587571544698218595e-01,3.894146936074797949e-02
1.903363746681801061e+01,2.655520375441847158e-01,-1.405036198416724225e-01,2.130533939396159551e-02
2.103033874607470111e+01,2.124042614711343924e-01,-1.252925143335397729e-01,2.128079186834862593e-02
2.302762350932759716e+01,1.744128885823865160e-01,-1.064717338842879474e-01,9.281355518938761567e-03
2.502532895320269546e+01,1.425956461073028536e-01,-9.550655978956254510e-02,1.389171254107356493e-02
2.702343126862413669e+01,1.211278298659051594e-01,-8.414055261041379630e-02,6.635827759108873375e-03
2.902168036069694068e+01,9.974219339807731399e-02,-7.698375916631661209e-02,8.003426893922273994e-03
3.102019656613240173e+01,8.544598709835843353e-02,-6.993826611707298913e-02,1.146151167828960565e-02
3.301892754331252888e+01,7.303582015880916156e-02,-6.756109691895316460e-02,6.593506467869009874e-03
3.501778880356543056e+01,6.110270659038526120e-02,-6.171903190902962993e-02,8.379971701105635301e-03
3.701674995252202649e+01,5.354103324500253391e-02,-5.273362224313338231e-02,-1.034009939963738585e-03
3.901586757270164441e+01,4.651794798023367594e-02,-5.130044897829466599e-02,7.486228148871431828e-03
4.101504668520570362e+01,3.799426727883729177e-02,-5.119204022399470588e-02,4.741409593069247606e-03
4.301432200394461347e+01,3.312158624790584316e-02,-4.554835791764577646e-02,4.138803836509416349e-03
4.501368959136287629e+01,2.907742275706115195e-02,-4.392518799706893184e-02,2.540394836386783255e-03
4.701303957822603508e+01,2.512069241312065923e-02,-3.709157823669206877e-02,1.644227255102702042e-03
4.901243633411318967e+01,2.219548058575463237e-02,-3.359885116449964904e-02,-2.776652001051682400e-04
5.101193357547062845e+01,1.955403792527871110e-02,-3.015548639264961639e-02,6.766529375790303899e-04
5.301144944430054551e+01,1.699252720361707145e-02,-2.951858515254584744e-02,4.059271467789245637e-04
5.501099261238283589e+01,1.608255937373952171e-02,-2.593673210925617409e-02,2.220576539571780198e-05
5.701053036596420043e+01,1.450082588771313755e-02,-2.511753333484310902e-02,-1.357844758483154083e-03
5.901015774610753084e+01,1.281216753119830166e-02,-2.079772673130348901e-02,1.882815439311510703e-03
