# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 764151
# D1D2.size2 = 764151
# D1R2.size1 = 764151
# D1R2.size2 = 20484956
# R1D2.size1 = 20484956
# R1D2.size2 = 764151
# R1R2.size1 = 20484956
# R1R2.size2 = 20484956
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210034279181e+00 5.408929560633e+00 2.398353281885e+00  2.824960857997e+00
5.000000000000e+00 5.128944370460e+00 2.832617543709e+00 6.888093346778e-01  1.197645449035e+00
7.000000000000e+00 7.092653771868e+00 1.680141970473e+00 6.290346106934e-02  5.230302621275e-01
9.000000000000e+00 9.072002517028e+00 1.096074186621e+00 -1.303740229588e-01 2.534285492674e-01
1.100000000000e+01 1.105886447028e+01 7.629474578823e-01 -1.945349325485e-01 1.439620556411e-01
1.300000000000e+01 1.304973419151e+01 5.586712315339e-01 -1.879182531413e-01 7.435594711578e-02
1.500000000000e+01 1.504290660185e+01 4.238446530025e-01 -1.826253553162e-01 5.996682309981e-02
1.700000000000e+01 1.703780799673e+01 3.297047860015e-01 -1.571990237984e-01 3.875173324138e-02
1.900000000000e+01 1.903366873139e+01 2.661476772376e-01 -1.394136249135e-01 2.157917920055e-02
2.100000000000e+01 2.103037776962e+01 2.125267531459e-01 -1.247516238157e-01 2.116663310388e-02
2.300000000000e+01 2.302765685757e+01 1.747297442764e-01 -1.057089622444e-01 8.905174504307e-03
2.500000000000e+01 2.502536416245e+01 1.427294643387e-01 -9.475270579333e-02 1.384986580600e-02
2.700000000000e+01 2.702346647181e+01 1.207272636991e-01 -8.301232548194e-02 6.348892414432e-03
2.900000000000e+01 2.902171091070e+01 9.987522505260e-02 -7.642298585694e-02 7.525264428859e-03
3.100000000000e+01 3.102022464600e+01 8.558723799840e-02 -6.883320437173e-02 1.107184090944e-02
3.300000000000e+01 3.301896008609e+01 7.322363533129e-02 -6.724472139068e-02 6.404012589715e-03
3.500000000000e+01 3.501782251733e+01 6.145264714275e-02 -6.137420858405e-02 9.059585989058e-03
3.700000000000e+01 3.701678322497e+01 5.348378076884e-02 -5.318248056700e-02 -1.120481785109e-03
3.900000000000e+01 3.901590039481e+01 4.678043435867e-02 -5.163439789526e-02 7.672450620646e-03
4.100000000000e+01 4.101507751393e+01 3.812842206360e-02 -5.140725980950e-02 4.905913915029e-03
4.300000000000e+01 4.301435180836e+01 3.321306238199e-02 -4.561405404221e-02 4.767515544611e-03
4.500000000000e+01 4.501371985946e+01 2.903861209062e-02 -4.372563230582e-02 2.105757406822e-03
4.700000000000e+01 4.701306842874e+01 2.505987137861e-02 -3.694495965295e-02 1.094457697388e-03
4.900000000000e+01 4.901246359071e+01 2.227685990188e-02 -3.376301105018e-02 -6.530405672158e-04
5.100000000000e+01 5.101195916816e+01 1.968293465754e-02 -3.020522744608e-02 1.248930885736e-04
5.300000000000e+01 5.301147270074e+01 1.708609463525e-02 -2.940384327312e-02 -2.050255714058e-04
5.500000000000e+01 5.501102158041e+01 1.621283043441e-02 -2.619005091668e-02 -3.868842076877e-04
5.700000000000e+01 5.701055297006e+01 1.457769973303e-02 -2.526616530088e-02 -1.474830639882e-03
5.900000000000e+01 5.901017883290e+01 1.286511043877e-02 -2.103973637414e-02 1.248025191709e-03
