rp_Mpch,wp
3.454357521292344968e-01,2.423872375926304983e+02
4.461665341071356927e-01,2.033907477254952880e+02
5.761368778130425694e-01,1.501275739386364307e+02
7.440852077857220692e-01,1.212921224839203660e+02
9.610184903710927706e-01,1.145020345193824625e+02
1.241507761973136725e+00,1.029435375704755273e+02
1.603800693830427671e+00,9.102122099498103580e+01
2.071451012615390219e+00,7.384826258680382693e+01
2.675351263224196252e+00,6.340672418632343010e+01
3.455279920427902773e+00,5.119707200183371754e+01
4.462679420899354099e+00,4.224305957686850377e+01
5.763702411399066250e+00,3.466890199726518063e+01
7.444209068896345372e+00,2.765646722775777988e+01
9.614252282136378724e+00,2.172486935094273974e+01
1.241698648546334027e+01,1.649170932557995783e+01
1.603613824522918563e+01,1.241865105822547122e+01
2.071035739435881240e+01,8.737481474621848321e+00
2.674704347792016179e+01,5.894519219972650603e+00
