rp_Mpch,wp
3.454357474995881638e-01,2.422735378760964124e+02
4.461672853464137556e-01,2.032955550822655653e+02
5.761368376664367519e-01,1.498981794058243224e+02
7.440842443238648851e-01,1.213079998270565909e+02
9.610209727047183126e-01,1.142638733942252429e+02
1.241511741770206623e+00,1.027555125417054285e+02
1.603796978513448046e+00,9.077118264154120197e+01
2.071449710568636249e+00,7.368389293023992082e+01
2.675355548641486170e+00,6.335442220222954290e+01
3.455281944823631157e+00,5.105339281930702100e+01
4.462680982009306518e+00,4.214379923772779080e+01
5.763707702863433369e+00,3.460746106746205442e+01
7.444212730618246177e+00,2.763375915445357478e+01
9.614262050303729268e+00,2.166413983116702013e+01
1.241699899386696870e+01,1.648627152101369475e+01
1.603615441445650447e+01,1.241011524647637998e+01
2.071038831912096612e+01,8.720364096681134214e+00
2.674709363419069774e+01,5.878464559558567615e+00
