# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 768291
# D1D2.size2 = 768291
# D1R2.size1 = 768291
# D1R2.size2 = 20586745
# R1D2.size1 = 20586745
# R1D2.size2 = 768291
# R1R2.size1 = 20586745
# R1R2.size2 = 20586745
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454357474996e-01 2.422735378761e+02
4.439475303322e-01 4.461672853464e-01 2.032955550823e+02
5.733802840848e-01 5.761368376664e-01 1.498981794058e+02
7.405491138359e-01 7.440842443239e-01 1.213079998271e+02
9.564559599018e-01 9.610209727047e-01 1.142638733942e+02
1.235310374613e+00 1.241511741770e+00 1.027555125417e+02
1.595464700520e+00 1.603796978513e+00 9.077118264154e+01
2.060621899500e+00 2.071449710569e+00 7.368389293024e+01
2.661395524022e+00 2.675355548641e+00 6.335442220223e+01
3.437324497522e+00 3.455281944824e+00 5.105339281931e+01
4.439475303322e+00 4.462680982009e+00 4.214379923773e+01
5.733802840848e+00 5.763707702863e+00 3.460746106746e+01
7.405491138359e+00 7.444212730618e+00 2.763375915445e+01
9.564559599018e+00 9.614262050304e+00 2.166413983117e+01
1.235310374613e+01 1.241699899387e+01 1.648627152101e+01
1.595464700520e+01 1.603615441446e+01 1.241011524648e+01
2.060621899500e+01 2.071038831912e+01 8.720364096681e+00
2.661395524022e+01 2.674709363419e+01 5.878464559559e+00
