rp_Mpch,wp
3.454302733520167590e-01,2.407396513388342782e+02
4.461654543619717472e-01,2.017238246327830780e+02
5.761338181397065439e-01,1.489563585319817207e+02
7.440803213824731532e-01,1.202716195714240399e+02
9.610190898002652915e-01,1.138620333327613565e+02
1.241503616740794236e+00,1.027822778801416064e+02
1.603796779397690608e+00,9.113136348667444508e+01
2.071442087269561583e+00,7.385728792826134281e+01
2.675348642561413470e+00,6.349796777110515222e+01
3.455277716026429857e+00,5.132195100503456331e+01
4.462663500861613564e+00,4.233964216571342121e+01
5.763689829549478283e+00,3.475908847950189795e+01
7.444195643952053132e+00,2.776107201532887103e+01
9.614214914012555013e+00,2.179524551773452856e+01
1.241693366248649788e+01,1.658635403999344504e+01
1.603603691859181168e+01,1.250653957307562436e+01
2.071020123741246977e+01,8.821186675999655336e+00
2.674680768859041535e+01,5.914297500985130185e+00
