# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 764069
# D1D2.size2 = 764069
# D1R2.size1 = 764069
# D1R2.size2 = 20551115
# R1D2.size1 = 20551115
# R1D2.size2 = 764069
# R1R2.size1 = 20551115
# R1R2.size2 = 20551115
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454302733520e-01 2.407396513388e+02
4.439475303322e-01 4.461654543620e-01 2.017238246328e+02
5.733802840848e-01 5.761338181397e-01 1.489563585320e+02
7.405491138359e-01 7.440803213825e-01 1.202716195714e+02
9.564559599018e-01 9.610190898003e-01 1.138620333328e+02
1.235310374613e+00 1.241503616741e+00 1.027822778801e+02
1.595464700520e+00 1.603796779398e+00 9.113136348667e+01
2.060621899500e+00 2.071442087270e+00 7.385728792826e+01
2.661395524022e+00 2.675348642561e+00 6.349796777111e+01
3.437324497522e+00 3.455277716026e+00 5.132195100503e+01
4.439475303322e+00 4.462663500862e+00 4.233964216571e+01
5.733802840848e+00 5.763689829549e+00 3.475908847950e+01
7.405491138359e+00 7.444195643952e+00 2.776107201533e+01
9.564559599018e+00 9.614214914013e+00 2.179524551773e+01
1.235310374613e+01 1.241693366249e+01 1.658635403999e+01
1.595464700520e+01 1.603603691859e+01 1.250653957308e+01
2.060621899500e+01 2.071020123741e+01 8.821186676000e+00
2.661395524022e+01 2.674680768859e+01 5.914297500985e+00
