s_Mpch,xi0,xi2,xi4
3.210018052699952662e+00,5.408720629193645379e+00,2.380360730481523746e+00,2.784948547253021545e+00
5.128912432763137019e+00,2.832804756346448460e+00,6.755417832486576568e-01,1.193397172630302761e+00
7.092632866036763239e+00,1.680034096884814199e+00,5.728757720234407130e-02,5.241182948952394227e-01
9.071964839823172255e+00,1.095901454337784076e+00,-1.333702016615058439e-01,2.542581911809175255e-01
1.105884787213034137e+01,7.632777654342117746e-01,-1.964704628202997294e-01,1.410194285509726031e-01
1.304971212795015845e+01,5.592652307319965210e-01,-1.888778143364551465e-01,7.522104149053113198e-02
1.504289667786902029e+01,4.245370625305571188e-01,-1.840977586561763080e-01,5.952320660510363598e-02
1.703777907186462670e+01,3.300161617755394960e-01,-1.600239057518326180e-01,3.874868581434415260e-02
1.903365168059191959e+01,2.665267335405644422e-01,-1.419772440209931541e-01,2.246133487028308118e-02
2.103035475455414272e+01,2.129937894069153514e-01,-1.260408459705691098e-01,2.259501530506696429e-02
2.302764301396070934e+01,1.751325202928951941e-01,-1.069843280189708978e-01,8.895091225441669608e-03
2.502534488645005339e+01,1.428605723089717561e-01,-9.568241566393481667e-02,1.461404203499288776e-02
2.702345115365868722e+01,1.210425405293170387e-01,-8.315240274971280598e-02,7.443858676070237365e-03
2.902170159640239788e+01,9.995159322698513038e-02,-7.705887534273482553e-02,8.534814582294613511e-03
3.102020965555513143e+01,8.565864799391054163e-02,-6.868089702187234191e-02,1.201424029484590011e-02
3.301894655199245676e+01,7.353175302290813897e-02,-6.704747581709405435e-02,7.453219988558924466e-03
3.501780216771767584e+01,6.137945637145891808e-02,-6.146139112754201578e-02,9.629932266657932616e-03
3.701676562732497899e+01,5.351263082206159094e-02,-5.266168136632963515e-02,-2.007292328358599356e-04
3.901588491457825825e+01,4.674962531336396276e-02,-5.085931031157271687e-02,8.737381410249014241e-03
4.101506195037404723e+01,3.829264728017785224e-02,-5.096939447797656231e-02,5.191570726474344609e-03
4.301433886240383941e+01,3.325003169083032978e-02,-4.486375017771591922e-02,5.249703387953851864e-03
4.501370381466822579e+01,2.923087647437094469e-02,-4.353704248863551896e-02,3.253229393200770397e-03
4.701305430388427453e+01,2.530785003493485341e-02,-3.656778231925948697e-02,2.348431035866425064e-03
4.901244934696698863e+01,2.230170431319799390e-02,-3.392643486374372075e-02,7.428598927386569897e-04
5.101194407018358845e+01,1.995770499259600511e-02,-3.041073519541762082e-02,1.422026696451351947e-03
5.301145499672382755e+01,1.742701934318249823e-02,-2.957981102406408852e-02,1.473747025588979364e-03
5.501100847871495603e+01,1.633700900094681163e-02,-2.625132098104049697e-02,9.401724765871593550e-04
5.701053850268663581e+01,1.464491665397829254e-02,-2.516691905503872645e-02,-1.594866794320334998e-04
5.901016707097917191e+01,1.305214221993474324e-02,-2.086642803551330347e-02,2.275509178203219754e-03
