f_sat_target,alpha_s,n_gal,n_sat,f_sat_actual,model_number_density_h3_mpc3,observed_number_density_h3_mpc3,chi2_xi0,chi2_xi2,chi2_wp,chi2_density,chi2_cov,chi2_total_cov,chi2_total,status
0.04,1.8,66449,2658,0.04000060196541709,0.000531592,0.0005315890336544999,28.96637045972262,129.20157174573802,307.0037058946086,1.383905702489101e-09,1504.9465600221592,1504.946560023543,465.1716481014531,ok
0.08,0.8,66449,5316,0.08000120393083418,0.000531592,0.0005315890336544999,75.02483756068263,257.31383118482097,914.9140103049048,1.383905702489101e-09,1549.0031234840683,1549.003123485452,1247.2526790517923,ok
0.08,0.6,66449,5316,0.08000120393083418,0.000531592,0.0005315890336544999,73.42816674680897,177.23764639209554,914.869076743029,1.383905702489101e-09,1571.4845828743678,1571.4845828757516,1165.5348898833174,ok
0.06,1.4,66449,3987,0.06000090294812563,0.000531592,0.0005315890336544999,53.10054760414734,21.53330324442115,593.1590172590918,1.383905702489101e-09,1588.2199766273773,1588.219976628761,667.7928681090442,ok
0.08,1.0,66449,5316,0.08000120393083418,0.000531592,0.0005315890336544999,74.90833714207476,244.68973761788953,915.1655465037812,1.383905702489101e-09,1695.7907379999135,1695.7907380012973,1234.7636212651294,ok
0.06,1.6,66449,3987,0.06000090294812563,0.000531592,0.0005315890336544999,52.14995839483989,27.179305755118097,593.2591609818969,1.383905702489101e-09,1709.5458759354465,1709.5458759368303,672.5884251332388,ok
0.08,1.2,66449,5316,0.08000120393083418,0.000531592,0.0005315890336544999,73.89847137090675,203.58532603064663,915.9869828279656,1.383905702489101e-09,1815.1977963423221,1815.197796343706,1193.4707802309026,ok
0.06,1.8,66449,3987,0.06000090294812563,0.000531592,0.0005315890336544999,50.659207963454165,36.93897652159298,593.0810962327519,1.383905702489101e-09,1820.3153307340808,1820.3153307354646,680.6792807191829,ok
0.08,1.4,66449,5316,0.08000120393083418,0.000531592,0.0005315890336544999,72.79422660589451,160.1877087687829,916.0387690117235,1.383905702489101e-09,1974.5316304801145,1974.5316304814983,1149.0207043877847,ok
0.1,0.8,66449,6645,0.10000150491354272,0.000531592,0.0005315890336544999,93.942137854482,636.0570279519129,1334.3190809762168,1.383905702489101e-09,2011.6549590113232,2011.654959012707,2064.3182467839956,ok
0.1,0.6,66449,6645,0.10000150491354272,0.000531592,0.0005315890336544999,91.41755032272184,417.4443160525265,1334.1075864015595,1.383905702489101e-09,2041.6852619418298,2041.6852619432136,1842.9694527781917,ok
0.08,1.6,66449,5316,0.08000120393083418,0.000531592,0.0005315890336544999,71.57043457894568,132.652779401348,915.814082744309,1.383905702489101e-09,2128.579608236618,2128.5796082380016,1120.0372967259864,ok
0.1,1.0,66449,6645,0.10000150491354272,0.000531592,0.0005315890336544999,93.55497254541487,638.4176313664127,1334.6673229569515,1.383905702489101e-09,2176.394553053592,2176.394553054976,2066.639926870163,ok
0.08,1.8,66449,5316,0.08000120393083418,0.000531592,0.0005315890336544999,69.7091349662349,111.55522505250944,915.8794889703165,1.383905702489101e-09,2260.531558881863,2260.531558883247,1097.1438489904447,ok
0.1,1.2,66449,6645,0.10000150491354272,0.000531592,0.0005315890336544999,91.88759482356048,573.5345895958163,1336.0688597366368,1.383905702489101e-09,2302.0558259227046,2302.0558259240884,2001.4910441573975,ok
0.1,1.4,66449,6645,0.10000150491354272,0.000531592,0.0005315890336544999,89.84230649768878,470.4996712428528,1336.9482916721963,1.383905702489101e-09,2503.748275505124,2503.748275506508,1897.2902694141217,ok
0.12,0.8,66449,7974,0.12000180589625126,0.000531592,0.0005315890336544999,119.06690067337715,1137.90540030987,1752.6647655852746,1.383905702489101e-09,2635.514496761094,2635.514496762478,3009.6370665699055,ok
0.12,0.6,66449,7974,0.12000180589625126,0.000531592,0.0005315890336544999,115.07955566812917,745.9344922208312,1752.2704480352772,1.383905702489101e-09,2644.337234113065,2644.3372341144486,2613.2844959256213,ok
0.1,1.6,66449,6645,0.10000150491354272,0.000531592,0.0005315890336544999,87.68104580711744,398.48353515619914,1336.021610595116,1.383905702489101e-09,2698.2494146103077,2698.2494146116915,1822.1861915598165,ok
0.12,1.0,66449,7974,0.12000180589625126,0.000531592,0.0005315890336544999,118.86691716941301,1177.5133455080531,1753.3305503170327,1.383905702489101e-09,2820.260859482904,2820.2608594842877,3049.710812995883,ok
0.1,1.8,66449,6645,0.10000150491354272,0.000531592,0.0005315890336544999,84.52486414755889,336.8355780553231,1335.5752697991668,1.383905702489101e-09,2863.767670724932,2863.767670726316,1756.9357120034326,ok
0.12,1.2,66449,7974,0.12000180589625126,0.000531592,0.0005315890336544999,116.93829261580402,1089.0535040724872,1754.8117616815236,1.383905702489101e-09,2969.3476124138815,2969.3476124152653,2960.8035583711985,ok
0.12,1.4,66449,7974,0.12000180589625126,0.000531592,0.0005315890336544999,114.2714713729823,923.3286535297465,1755.6884533217824,1.383905702489101e-09,3197.827118843597,3197.8271188449808,2793.288578225895,ok
0.12,1.6,66449,7974,0.12000180589625126,0.000531592,0.0005315890336544999,111.56254007475924,801.3623834464464,1754.489427629675,1.383905702489101e-09,3409.8265529097516,3409.8265529111354,2667.4143511522643,ok
0.12,1.8,66449,7974,0.12000180589625126,0.000531592,0.0005315890336544999,107.61568836631567,685.1457832595548,1753.4343207179727,1.383905702489101e-09,3603.11903302998,3603.119033031364,2546.195792345227,ok
