# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 759130
# D1D2.size2 = 759130
# D1R2.size1 = 759130
# D1R2.size2 = 20418677
# R1D2.size1 = 20418677
# R1D2.size2 = 759130
# R1R2.size1 = 20418677
# R1R2.size2 = 20418677
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454385865231e-01 2.383683447499e+02
4.439475303322e-01 4.461616328127e-01 2.019466836126e+02
5.733802840848e-01 5.761318588374e-01 1.477633396045e+02
7.405491138359e-01 7.440822414308e-01 1.203514119947e+02
9.564559599018e-01 9.610091464640e-01 1.143365108010e+02
1.235310374613e+00 1.241507551492e+00 1.024992663138e+02
1.595464700520e+00 1.603799582544e+00 9.086497257352e+01
2.060621899500e+00 2.071449013970e+00 7.382772501076e+01
2.661395524022e+00 2.675350333065e+00 6.319871352782e+01
3.437324497522e+00 3.455279453563e+00 5.097514922269e+01
4.439475303322e+00 4.462671301524e+00 4.230989700496e+01
5.733802840848e+00 5.763690057653e+00 3.467430201658e+01
7.405491138359e+00 7.444183789476e+00 2.769580332808e+01
9.564559599018e+00 9.614218493541e+00 2.178279148467e+01
1.235310374613e+01 1.241693611914e+01 1.654722650879e+01
1.595464700520e+01 1.603603511124e+01 1.243927184359e+01
2.060621899500e+01 2.071017687521e+01 8.762555248079e+00
2.661395524022e+01 2.674674128827e+01 5.929429589344e+00
