label,split,covariance_mode,best_f_sat,best_alpha_s,best_f_sat_actual,best_chi2,delta_chi2_to_second,hartlap_scale
minimal_hod,wp,diagonal,0.02,0.5,0.019999943565423665,353.3862443935345,0.008308269313374694,0.8210526315789474
minimal_hod,wp,full,0.02,0.5,0.019999943565423665,185.74498869364803,0.021633508565855664,0.8210526315789474
minimal_hod,xi02,diagonal,0.04,1.3,0.03999988713084733,833.3967449667944,3.225318381090119,0.4
minimal_hod,xi02,full,0.06,1.3,0.06000006584033906,3958.3115096153565,168.25957465775218,0.4
minimal_hod,joint,diagonal,0.02,1.3,0.019999943565423665,786.8310896874505,2.3819759258108206,0.23157894736842105
minimal_hod,joint,full,0.04,0.7,0.03999988713084733,944.7319459684787,16.256034735846242,0.23157894736842105
