rp_Mpch,wp
3.454371038919866743e-01,2.416078267894304759e+02
4.461679111628550354e-01,2.026075186186272958e+02
5.761348215320033495e-01,1.499867111488416356e+02
7.440845297592951768e-01,1.215853655111985177e+02
9.610176086911549342e-01,1.142756463673600251e+02
1.241511392895191301e+00,1.026289202079649385e+02
1.603798240860056845e+00,9.072179230945296524e+01
2.071448415600908977e+00,7.376046634112198319e+01
2.675351268532943916e+00,6.336852683014252818e+01
3.455282114857373799e+00,5.111154941222219605e+01
4.462681113980685232e+00,4.224552327668529017e+01
5.763706678700847519e+00,3.460735922192078817e+01
7.444210132703545924e+00,2.760803036159780532e+01
9.614254249372748973e+00,2.168110772901578542e+01
1.241699220864452613e+01,1.647067657619114556e+01
1.603613541070374993e+01,1.240656011608174936e+01
2.071034176401412097e+01,8.737158873101844136e+00
2.674701701836698930e+01,5.900566641338053309e+00
