# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765507
# D1D2.size2 = 765507
# D1R2.size1 = 765507
# D1R2.size2 = 20525665
# R1D2.size1 = 20525665
# R1D2.size2 = 765507
# R1R2.size1 = 20525665
# R1R2.size2 = 20525665
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454371038920e-01 2.416078267894e+02
4.439475303322e-01 4.461679111629e-01 2.026075186186e+02
5.733802840848e-01 5.761348215320e-01 1.499867111488e+02
7.405491138359e-01 7.440845297593e-01 1.215853655112e+02
9.564559599018e-01 9.610176086912e-01 1.142756463674e+02
1.235310374613e+00 1.241511392895e+00 1.026289202080e+02
1.595464700520e+00 1.603798240860e+00 9.072179230945e+01
2.060621899500e+00 2.071448415601e+00 7.376046634112e+01
2.661395524022e+00 2.675351268533e+00 6.336852683014e+01
3.437324497522e+00 3.455282114857e+00 5.111154941222e+01
4.439475303322e+00 4.462681113981e+00 4.224552327669e+01
5.733802840848e+00 5.763706678701e+00 3.460735922192e+01
7.405491138359e+00 7.444210132704e+00 2.760803036160e+01
9.564559599018e+00 9.614254249373e+00 2.168110772902e+01
1.235310374613e+01 1.241699220864e+01 1.647067657619e+01
1.595464700520e+01 1.603613541070e+01 1.240656011608e+01
2.060621899500e+01 2.071034176401e+01 8.737158873102e+00
2.661395524022e+01 2.674701701837e+01 5.900566641338e+00
