# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765211
# D1D2.size2 = 765211
# D1R2.size1 = 765211
# D1R2.size2 = 20561635
# R1D2.size1 = 20561635
# R1D2.size2 = 765211
# R1R2.size1 = 20561635
# R1R2.size2 = 20561635
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454344276283e-01 2.398892717995e+02
4.439475303322e-01 4.461611144747e-01 2.017606887939e+02
5.733802840848e-01 5.761301374213e-01 1.494519898221e+02
7.405491138359e-01 7.440786865949e-01 1.208903644564e+02
9.564559599018e-01 9.610125737922e-01 1.141864635221e+02
1.235310374613e+00 1.241506815560e+00 1.028539922731e+02
1.595464700520e+00 1.603804378525e+00 9.089321848224e+01
2.060621899500e+00 2.071452530629e+00 7.377152103541e+01
2.661395524022e+00 2.675352895158e+00 6.334836445042e+01
3.437324497522e+00 3.455275015671e+00 5.107570290600e+01
4.439475303322e+00 4.462671777946e+00 4.221752747964e+01
5.733802840848e+00 5.763686478502e+00 3.465374853298e+01
7.405491138359e+00 7.444186638213e+00 2.768293163481e+01
9.564559599018e+00 9.614220766695e+00 2.171450778777e+01
1.235310374613e+01 1.241693959274e+01 1.651760532462e+01
1.595464700520e+01 1.603605282350e+01 1.241667362104e+01
2.060621899500e+01 2.071022805747e+01 8.721879619127e+00
2.661395524022e+01 2.674684608970e+01 5.876236817370e+00
