rp_Mpch,wp
3.454344276283254911e-01,2.398892717994945656e+02
4.461611144747294477e-01,2.017606887938559339e+02
5.761301374212698390e-01,1.494519898220625578e+02
7.440786865949100548e-01,1.208903644563921205e+02
9.610125737921578759e-01,1.141864635221003539e+02
1.241506815559582311e+00,1.028539922731362140e+02
1.603804378525230501e+00,9.089321848223747224e+01
2.071452530628545841e+00,7.377152103540649364e+01
2.675352895157670829e+00,6.334836445041540287e+01
3.455275015670672190e+00,5.107570290599586826e+01
4.462671777946192186e+00,4.221752747963765273e+01
5.763686478501808708e+00,3.465374853297537783e+01
7.444186638213182050e+00,2.768293163480543484e+01
9.614220766695380505e+00,2.171450778776566182e+01
1.241693959273598935e+01,1.651760532462289177e+01
1.603605282350026329e+01,1.241667362104339745e+01
2.071022805746602202e+01,8.721879619126916339e+00
2.674684608970083488e+01,5.876236817370385168e+00
