# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 761539
# D1D2.size2 = 761539
# D1R2.size1 = 761539
# D1R2.size2 = 20456678
# R1D2.size1 = 20456678
# R1D2.size2 = 761539
# R1R2.size1 = 20456678
# R1R2.size2 = 20456678
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454361031376e-01 2.406544020079e+02
4.439475303322e-01 4.461645832092e-01 2.022330831446e+02
5.733802840848e-01 5.761337361548e-01 1.489316926838e+02
7.405491138359e-01 7.440777478096e-01 1.206846512588e+02
9.564559599018e-01 9.610169338968e-01 1.140867466873e+02
1.235310374613e+00 1.241510611346e+00 1.027583140650e+02
1.595464700520e+00 1.603800171573e+00 9.073594809960e+01
2.060621899500e+00 2.071451165097e+00 7.378384449110e+01
2.661395524022e+00 2.675357857741e+00 6.340094981224e+01
3.437324497522e+00 3.455283440057e+00 5.108627328590e+01
4.439475303322e+00 4.462686287038e+00 4.209806690804e+01
5.733802840848e+00 5.763697962927e+00 3.455596269856e+01
7.405491138359e+00 7.444201019642e+00 2.760529447704e+01
9.564559599018e+00 9.614241605033e+00 2.168478903041e+01
1.235310374613e+01 1.241697828024e+01 1.648453895713e+01
1.595464700520e+01 1.603609906392e+01 1.242266618186e+01
2.060621899500e+01 2.071027505830e+01 8.744717412249e+00
2.661395524022e+01 2.674691082095e+01 5.902063437739e+00
